id,centerlat,centerlon,width,height,population,jobs,u,v
0,42.360344,-71.115204,20.059631,17.81535,3.5438867,0.10048097,0,21
1,42.360504,-71.115204,20.059582,17.81535,3.543878,0.10048073,0,20
2,42.360664,-71.115204,20.05953,17.81535,3.543869,0.100480475,0,19
3,42.360825,-71.115204,20.059479,17.81535,3.54386,0.100480214,0,18
4,42.360985,-71.115204,20.059427,17.81535,3.543851,0.10047996,0,17
5,42.361145,-71.115204,20.059378,17.81535,3.5438418,0.10047971,0,16
6,42.361305,-71.115204,20.059328,17.81535,3.5438333,0.100479454,0,15
7,42.361465,-71.115204,20.059275,17.81535,3.5438235,0.18682557,0,14
8,42.361626,-71.115204,20.059225,17.81535,3.543815,0.29492268,0,13
9,42.361786,-71.115204,20.059174,17.81535,3.5438056,0.29492188,0,12
10,42.361946,-71.115204,20.059122,17.81535,3.5437965,0.29492116,0,11
11,42.362106,-71.115204,20.05907,17.81535,3.5437875,0.29492038,0,10
12,42.362267,-71.115204,20.05902,17.81535,1.5736974,0.23906128,0,9
13,42.362427,-71.115204,20.058968,17.81535,0.0,0.19444121,0,8
14,42.362587,-71.115204,20.058918,17.81535,0.0,0.19444074,0,7
15,42.362747,-71.115204,20.058865,17.81535,0.0,0.19444022,0,6
16,42.362907,-71.115204,20.058815,17.81535,0.0,0.19443974,0,5
17,42.363068,-71.115204,20.058762,17.81535,0.0,0.19443923,0,4
18,42.363228,-71.115204,20.058712,17.81535,0.0,0.19443874,0,3
19,42.363388,-71.115204,20.058664,17.81535,0.0,0.19443828,0,2
20,42.36355,-71.115204,20.05861,17.81535,0.0,0.19443776,0,1
21,42.36371,-71.115204,20.058558,17.81535,0.0,0.19443725,0,0
22,42.360344,-71.11496,20.686497,17.81535,3.6546335,0.10362101,1,21
23,42.360504,-71.11496,20.686445,17.81535,3.6546245,0.10362076,1,20
24,42.360664,-71.11496,20.686392,17.81535,3.6546152,0.10362049,1,19
25,42.360825,-71.11496,20.68634,17.81535,3.654606,0.10362024,1,18
26,42.360985,-71.11496,20.686287,17.81535,3.6545968,0.10361997,1,17
27,42.361145,-71.11496,20.686234,17.81535,3.6545868,0.103619695,1,16
28,42.361305,-71.11496,20.68618,17.81535,3.6545775,0.10361943,1,15
29,42.361465,-71.11496,20.686129,17.81535,3.6545684,0.18996555,1,14
30,42.361626,-71.11496,20.686075,17.81535,3.6545591,0.304139,1,13
31,42.361786,-71.11496,20.686024,17.81535,3.65455,0.30413824,1,12
32,42.361946,-71.11496,20.68597,17.81535,3.6545408,0.30413744,1,11
33,42.362106,-71.11496,20.685917,17.81535,3.6545315,0.30413666,1,10
34,42.362267,-71.11496,20.685865,17.81535,1.5736974,0.24513759,1,9
35,42.362427,-71.11496,20.685812,17.81535,0.0,0.20051752,1,8
36,42.362587,-71.11496,20.685759,17.81535,0.0,0.200517,1,7
37,42.362747,-71.11496,20.685707,17.81535,0.0,0.2005165,1,6
38,42.362907,-71.11496,20.685656,17.81535,0.0,0.20051602,1,5
39,42.363068,-71.11496,20.685598,17.81535,0.009658346,0.20249276,1,4
40,42.363228,-71.11496,20.685547,17.81535,0.11775103,0.22462147,1,3
41,42.363388,-71.11496,20.685495,17.81535,0.117750734,0.22462091,1,2
42,42.36355,-71.11496,20.685442,17.81535,0.117750436,0.22462033,1,1
43,42.36371,-71.11496,20.68539,17.81535,0.11775014,0.22461975,1,0
44,42.360344,-71.11471,20.059631,17.81535,3.5438867,0.10048097,2,21
45,42.360504,-71.11471,20.059582,17.81535,3.543878,0.10048073,2,20
46,42.360664,-71.11471,20.05953,17.81535,3.543869,0.100480475,2,19
47,42.360825,-71.11471,20.059479,17.81535,3.54386,0.100480214,2,18
48,42.360985,-71.11471,20.059427,17.81535,3.543851,0.10047996,2,17
49,42.361145,-71.11471,20.059378,17.81535,3.5438418,0.10047971,2,16
50,42.361305,-71.11471,20.059328,17.81535,3.5438333,0.100479454,2,15
51,42.361465,-71.11471,20.059275,17.81535,3.5438235,0.18682557,2,14
52,42.361626,-71.11471,20.059225,17.81535,3.543815,0.29492268,2,13
53,42.361786,-71.11471,20.059174,17.81535,3.5438056,0.29492188,2,12
54,42.361946,-71.11471,20.059122,17.81535,3.5737286,0.30671254,2,11
55,42.362106,-71.11471,20.05907,17.81535,3.826882,0.40644237,2,10
56,42.362267,-71.11471,20.05902,17.81535,1.856791,0.350583,2,9
57,42.362427,-71.11471,20.058968,17.81535,0.28309283,0.30596262,2,8
58,42.362587,-71.11471,20.058918,17.81535,0.2830921,0.30596188,2,7
59,42.362747,-71.11471,20.058865,17.81535,0.2830914,0.30596107,2,6
60,42.362907,-71.11471,20.058815,17.81535,0.28309068,0.3059603,2,5
61,42.363068,-71.11471,20.058762,17.81535,0.55759025,0.3621564,2,4
62,42.363228,-71.11471,20.058712,17.81535,3.3409772,0.8965418,2,3
63,42.363388,-71.11471,20.058664,17.81535,3.245187,0.8588073,2,2
64,42.36355,-71.11471,20.05861,17.81535,3.2451787,0.858805,2,1
65,42.36371,-71.11471,20.058558,17.81535,3.24517,0.8588028,2,0
66,42.360344,-71.11446,20.059631,17.81535,3.5438867,0.10048097,3,21
67,42.360504,-71.11446,20.059582,17.81535,3.543878,0.10048073,3,20
68,42.360664,-71.11446,20.05953,17.81535,3.543869,0.100480475,3,19
69,42.360825,-71.11446,20.059479,17.81535,3.54386,0.100480214,3,18
70,42.360985,-71.11446,20.059427,17.81535,3.543851,0.10047996,3,17
71,42.361145,-71.11446,20.059378,17.81535,3.5438418,0.10047971,3,16
72,42.361305,-71.11446,20.059328,17.81535,3.5438333,0.100479454,3,15
73,42.361465,-71.11446,20.059275,17.81535,3.5438235,0.18682557,3,14
74,42.361626,-71.11446,20.059225,17.81535,3.543815,0.29492268,3,13
75,42.361786,-71.11446,20.059174,17.81535,3.5438056,0.29492188,3,12
76,42.361946,-71.11446,20.059122,17.81535,3.7564673,0.37870052,3,11
77,42.362106,-71.11446,20.05907,17.81535,5.5552106,1.0872991,3,10
78,42.362267,-71.11446,20.05902,17.81535,3.5851154,1.031438,3,9
79,42.362427,-71.11446,20.058968,17.81535,2.0114126,0.98681587,3,8
80,42.362587,-71.11446,20.058918,17.81535,2.0114079,0.9868135,3,7
81,42.362747,-71.11446,20.058865,17.81535,2.0114026,0.9868109,3,6
82,42.362907,-71.11446,20.058815,17.81535,2.0113974,0.9868084,3,5
83,42.363068,-71.11446,20.058762,17.81535,2.2858925,1.0430027,3,4
84,42.363228,-71.11446,20.058712,17.81535,3.9257412,1.1269033,3,3
85,42.363388,-71.11446,20.058664,17.81535,3.245187,0.8588073,3,2
86,42.36355,-71.11446,20.05861,17.81535,3.2451787,0.858805,3,1
87,42.36371,-71.11446,20.058558,17.81535,3.24517,0.8588028,3,0
88,42.360344,-71.11422,20.059631,17.81535,3.5438867,0.10048097,4,21
