id,lat,lon
1,42.36274,-71.07015
2,42.36321,-71.06638
3,42.359383,-71.062325
4,42.35678,-71.0592
5,42.36273,-71.06741
6,42.35925,-71.0627
7,42.35687,-71.05878
8,42.35811,-71.06221
9,42.35717,-71.05846
10,42.363052,-71.07
11,42.356983,-71.056854
12,42.35559,-71.06053
13,42.3589,-71.0607
14,42.359245,-71.06387
15,42.358265,-71.07203
16,42.36298,-71.068596
17,42.35608,-71.06237
18,42.358234,-71.072044
19,42.356396,-71.07172
20,42.36102,-71.06778
21,42.358284,-71.059845
22,42.35732,-71.065605
23,42.359264,-71.067825
24,42.36371,-71.067276
25,42.365376,-71.06755
26,42.356197,-71.063095
27,42.355022,-71.0731
28,42.35732,-71.069496
29,42.360653,-71.06699
30,42.358707,-71.06505
31,42.359543,-71.06589
32,42.36315,-71.06533
33,42.360374,-71.07005
34,42.36315,-71.06672
35,42.35732,-71.06088
36,42.360096,-71.06699
37,42.36258,-71.06825
38,42.35732,-71.057
39,42.358986,-71.06422
40,42.3556,-71.059
41,42.357304,-71.0568
42,42.356533,-71.05581
43,42.35921,-71.06118
44,42.353985,-71.072
45,42.362633,-71.07033
46,42.359264,-71.060326
47,42.36315,-71.069496
48,42.3591,-71.0628
49,42.3569,-71.0588
50,42.3566,-71.059
51,42.3572,-71.0585
52,42.35454,-71.06311
53,42.36093,-71.05922
54,42.361485,-71.059494
55,42.358707,-71.06394
56,42.361935,-71.07046
57,42.361755,-71.07023
58,42.36192,-71.07012
59,42.35809,-71.061676
60,42.359455,-71.057686
61,42.361023,-71.063835
62,42.357304,-71.07366
63,42.354954,-71.061104
64,42.365402,-71.056854
65,42.35594,-71.07116
66,42.356243,-71.05593
67,42.357986,-71.059105
68,42.356903,-71.05891
69,42.35682,-71.05886
70,42.356403,-71.05932
71,42.358395,-71.06222
72,42.361134,-71.05697
73,42.361546,-71.057106
74,42.361275,-71.05695
75,42.360992,-71.06821
76,42.360996,-71.068054
77,42.360996,-71.06795
78,42.36132,-71.0667
79,42.36101,-71.06589
80,42.36096,-71.06567
81,42.35521,-71.0726
82,42.357426,-71.07342
83,42.357567,-71.0737
84,42.357647,-71.073654
85,42.360073,-71.07286
86,42.361813,-71.0655
87,42.361935,-71.06606
88,42.35961,-71.07272
89,42.35969,-71.07268
90,42.357067,-71.073296
91,42.360626,-71.07057
92,42.356354,-71.06935
93,42.35496,-71.06145
94,42.355206,-71.06016
95,42.35525,-71.06234
96,42.357376,-71.058945
97,42.357735,-71.05916
98,42.35775,-71.059204
99,42.355453,-71.0638
100,42.35546,-71.063805
101,42.355526,-71.069824
102,42.355545,-71.06981
103,42.35556,-71.06979
104,42.35864,-71.05753
105,42.358646,-71.05739
106,42.355503,-71.05863
