id,lat,lon,transit
1,42.357002,-71.065796,yes
2,42.357697,-71.06332,yes
3,42.367275,-71.06633,no
4,42.36321,-71.06638,no
5,42.359383,-71.062325,no
6,42.35678,-71.0592,no
7,42.35925,-71.0627,no
8,42.35687,-71.05878,no
9,42.35811,-71.06221,no
10,42.35717,-71.05846,no
11,42.36785,-71.06487,no
12,42.356983,-71.056854,no
13,42.35559,-71.06053,no
14,42.3589,-71.0607,no
15,42.359245,-71.06387,no
16,42.35608,-71.06237,no
17,42.366096,-71.05337,no
18,42.36388,-71.052864,no
19,42.358284,-71.059845,no
20,42.36732,-71.05533,no
21,42.35732,-71.065605,no
22,42.356197,-71.063095,no
23,42.364265,-71.0545,no
24,42.365654,-71.05255,no
25,42.365932,-71.0556,no
26,42.358707,-71.06505,no
27,42.366207,-71.055885,no
28,42.359543,-71.06589,no
29,42.36315,-71.06533,no
30,42.36343,-71.05394,no
31,42.367897,-71.06467,no
32,42.35732,-71.06088,no
33,42.365097,-71.05338,no
34,42.35732,-71.057,no
35,42.358986,-71.06422,no
36,42.3556,-71.059,no
37,42.357304,-71.0568,no
38,42.356533,-71.05581,no
39,42.35921,-71.06118,no
40,42.359264,-71.060326,no
41,42.364265,-71.0545,no
42,42.366486,-71.05477,no
43,42.3591,-71.0628,no
44,42.3569,-71.0588,no
45,42.3566,-71.059,no
46,42.3572,-71.0585,no
47,42.36093,-71.05922,no
48,42.361485,-71.059494,no
49,42.358707,-71.06394,no
50,42.360207,-71.05479,no
51,42.36644,-71.05968,no
52,42.35861,-71.05703,no
53,42.360897,-71.055214,no
54,42.35809,-71.061676,no
55,42.363613,-71.054825,no
56,42.364014,-71.054985,no
57,42.365868,-71.05492,no
58,42.359455,-71.057686,no
59,42.361023,-71.063835,no
60,42.355633,-71.04966,no
61,42.360786,-71.04994,no
62,42.355633,-71.04966,no
63,42.359432,-71.05045,no
64,42.365402,-71.056854,no
65,42.365906,-71.05379,no
66,42.356243,-71.05015,no
67,42.356365,-71.0554,no
68,42.35539,-71.05576,no
69,42.356243,-71.05593,no
70,42.3638,-71.05566,no
71,42.36406,-71.05574,no
72,42.363953,-71.055756,no
73,42.357986,-71.059105,no
74,42.356903,-71.05891,no
75,42.35682,-71.05886,no
76,42.356403,-71.05932,no
77,42.358395,-71.06222,no
78,42.36469,-71.05109,no
79,42.3577,-71.053024,no
80,42.361134,-71.05697,no
81,42.361546,-71.057106,no
82,42.361275,-71.05695,no
83,42.364006,-71.05355,no
84,42.36101,-71.06589,no
85,42.36096,-71.06567,no
86,42.35868,-71.05134,no
87,42.361813,-71.0655,no
88,42.361935,-71.06606,no
89,42.367676,-71.058075,no
90,42.357376,-71.05289,no
91,42.35659,-71.05277,no
92,42.357376,-71.058945,no
93,42.357735,-71.05916,no
94,42.35775,-71.059204,no
95,42.363976,-71.05449,no
96,42.36318,-71.05488,no
97,42.36388,-71.054596,no
98,42.364098,-71.054375,no
99,42.363873,-71.05418,no
100,42.36417,-71.054245,no
101,42.363266,-71.05479,no
102,42.363922,-71.05455,no
103,42.363297,-71.05518,no
104,42.355453,-71.0638,no
105,42.35546,-71.063805,no
106,42.35918,-71.050545,no
107,42.359207,-71.05131,no
108,42.35864,-71.05753,no
109,42.358646,-71.05739,no
110,42.355503,-71.05863,no
111,42.35939,-71.05106,no
112,42.35595,-71.063194,no
113,42.357452,-71.06354,no
114,42.35749,-71.06342,no
115,42.357536,-71.05842,no
116,42.358723,-71.057236,no
117,42.363792,-71.05363,no
118,42.358948,-71.0519,no
119,42.36082,-71.055145,no
120,42.35616,-71.057465,no
121,42.35903,-71.0592,no
122,42.366474,-71.054726,no
123,42.36201,-71.06573,no
124,42.362022,-71.06543,no
125,42.365234,-71.061195,no
126,42.365017,-71.060936,no
127,42.365112,-71.06105,no
128,42.36484,-71.06073,no
129,42.36447,-71.06034,no
130,42.364723,-71.0606,no
131,42.36384,-71.059105,no
132,42.36542,-71.06089,no
133,42.365074,-71.06149,no
134,42.364883,-71.0619,no
135,42.364784,-71.06208,no
136,42.364582,-71.06245,no
137,42.36465,-71.06232,no
138,42.364372,-71.06293,no
139,42.364334,-71.06301,no
140,42.363205,-71.064,no
141,42.362843,-71.064125,no
142,42.36293,-71.064095,no
143,42.363014,-71.06407,no
144,42.361023,-71.063965,no
145,42.361027,-71.06361,no
146,42.361023,-71.06309,no
147,42.36102,-71.06327,no
148,42.361023,-71.06318,no
149,42.36098,-71.06262,no
150,42.361004,-71.0647,no
151,42.361008,-71.06504,no
152,42.361008,-71.06499,no
153,42.361008,-71.06493,no
154,42.3614,-71.06543,no
155,42.361004,-71.0661,no
156,42.36136,-71.065956,no
157,42.361355,-71.06624,no
158,42.35716,-71.06078,no
159,42.355904,-71.06569,no
160,42.35712,-71.060936,no
161,42.357277,-71.06102,no
162,42.358086,-71.06258,no
163,42.358482,-71.0627,no
164,42.358616,-71.06271,no
165,42.35894,-71.06279,no
166,42.361286,-71.06514,no
167,42.35977,-71.0516,no
168,42.360584,-71.05687,no
169,42.355404,-71.05809,no
170,42.362812,-71.05607,no
171,42.356754,-71.055405,no
172,42.366222,-71.05991,no
173,42.363873,-71.05088,no
174,42.35892,-71.05763,no
175,42.35851,-71.052986,no
176,42.357155,-71.0506,no
177,42.36594,-71.06052,no
178,42.359234,-71.05543,no
179,42.3577,-71.0542,no
180,42.35783,-71.05404,no
181,42.359413,-71.053696,no
182,42.356823,-71.051796,no
183,42.357037,-71.0547,no
184,42.35648,-71.05303,no
185,42.36309,-71.05389,no
186,42.357323,-71.05532,no
187,42.356712,-71.05656,no
188,42.356228,-71.06197,no
189,42.355595,-71.06107,no
190,42.36625,-71.062,no
191,42.3663,-71.062195,no
192,42.36617,-71.06243,no
193,42.366154,-71.06225,no
194,42.366375,-71.06188,no
195,42.361145,-71.056786,no
196,42.364307,-71.05411,no
197,42.36323,-71.054825,no
198,42.360714,-71.05673,no
199,42.359383,-71.05546,no
200,42.359463,-71.055466,no
201,42.35592,-71.05273,no
202,42.360233,-71.05392,no
203,42.356903,-71.05414,no
204,42.359253,-71.05073,no
205,42.360542,-71.05033,no
206,42.360565,-71.05038,no
207,42.35973,-71.056,no
208,42.359768,-71.05564,no
209,42.368355,-71.055756,no
210,42.363697,-71.054375,no
211,42.35541,-71.06387,no
212,42.35535,-71.06299,no
213,42.355377,-71.06293,no
214,42.359333,-71.054184,no
215,42.360203,-71.06378,no
216,42.358948,-71.05216,no
217,42.358974,-71.05217,no
218,42.359024,-71.052185,no
219,42.359047,-71.05219,no
220,42.35911,-71.05221,no
221,42.359135,-71.052216,no
222,42.359184,-71.05223,no
223,42.359207,-71.05223,no
224,42.359264,-71.052246,no
225,42.35929,-71.05225,no
226,42.359344,-71.05227,no
227,42.359367,-71.05228,no
228,42.364235,-71.055466,no
229,42.360504,-71.05475,no
230,42.361687,-71.052345,no
231,42.361618,-71.052414,no
232,42.356777,-71.0538,no
233,42.357994,-71.053825,no
234,42.355934,-71.05538,no
235,42.356007,-71.05546,no
236,42.35595,-71.05536,no
237,42.35592,-71.05541,no
238,42.35599,-71.05549,no
239,42.35602,-71.05543,no
240,42.356037,-71.0554,no
241,42.355965,-71.05533,no
242,42.360306,-71.05112,no
243,42.35684,-71.05759,no
244,42.360043,-71.055435,no
245,42.35632,-71.06191,no
246,42.356377,-71.061844,no
247,42.362396,-71.06431,no
248,42.364094,-71.05324,no
249,42.363197,-71.055954,no
250,42.36345,-71.053825,no
251,42.36774,-71.058395,no
