id,centerlat,centerlon,width,height,population,jobs
396,42.364803,-71.11578,16.924116,15.2703,2.4154716,0.3508506
395,42.36494,-71.11578,16.92408,15.2703,2.415466,0.3508498
394,42.365078,-71.11578,16.924044,15.2703,2.415461,0.3508491
393,42.36522,-71.11578,16.924006,15.694474,7.081788,0.9776406
392,42.365356,-71.11578,16.923967,15.2703,7.748061,1.0547099
391,42.365494,-71.11578,16.923931,15.2703,7.748045,1.0547076
390,42.365635,-71.11578,16.923891,15.694474,7.9632487,1.0840025
389,42.365772,-71.11578,16.923855,15.2703,8.746406,0.78286266
388,42.36591,-71.11578,16.923819,15.2703,4.917267,0.12708643
387,42.36605,-71.11578,16.92378,15.694474,5.0538464,0.1306163
386,42.366188,-71.11578,16.923742,15.2703,4.917245,0.12708585
385,42.366325,-71.11578,16.923708,15.2703,4.917235,0.1270856
384,42.366467,-71.11578,16.923668,15.694474,5.0538125,0.13061543
383,42.366604,-71.11578,16.92363,15.2703,4.917212,0.127085
382,42.36674,-71.11578,16.923595,15.2703,4.917202,0.12708475
381,42.36688,-71.11578,16.923557,15.694474,5.053779,0.13061456
380,42.36702,-71.11578,16.92352,15.2703,4.91718,0.12708417
379,42.367157,-71.11578,16.923483,15.2703,4.9171696,0.12708391
378,42.367294,-71.11578,16.923445,15.694474,5.0537453,0.1306137
377,42.367435,-71.11578,16.923409,15.2703,4.917148,0.12708335
376,42.367573,-71.11578,16.923372,15.2703,4.9171367,0.12708306
375,42.36771,-71.11578,16.923332,15.694474,4.3067393,0.111307375
374,42.364803,-71.11558,17.550938,15.2703,2.5049336,0.3638451
373,42.36494,-71.11558,17.550898,15.2703,2.5049279,0.36384428
372,42.365078,-71.11558,17.55086,15.2703,2.5049224,0.3638435
371,42.36522,-71.11558,17.550821,15.694474,7.081788,0.9776406
370,42.365356,-71.11558,17.550783,15.2703,8.035028,1.0937735
369,42.365494,-71.11558,17.550745,15.2703,8.035009,1.093771
