id,lat,lon
1,42.362305,-71.09129
2,42.36263,-71.091446
3,42.36292,-71.08645
4,42.362175,-71.08506
5,42.36223,-71.08554
6,42.35969,-71.09172
7,42.36102,-71.08774
8,42.36204,-71.09172
9,42.3621,-71.08874
10,42.362144,-71.08976
11,42.364296,-71.088394
12,42.362316,-71.088234
13,42.362755,-71.085594
14,42.362217,-71.0853
15,42.361774,-71.090294
16,42.36314,-71.09244
17,42.36124,-71.08654
18,42.362144,-71.08923
19,42.361732,-71.08992
20,42.362785,-71.08841
21,42.362923,-71.086365
22,42.363846,-71.08782
23,42.3637,-71.087326
24,42.362705,-71.08784
25,42.36308,-71.091606
26,42.360577,-71.08664
27,42.360126,-71.08802
28,42.36099,-71.087975
29,42.35976,-71.092064
30,42.360664,-71.09107
31,42.360847,-71.09077
32,42.3603,-71.09029
33,42.361332,-71.08974
34,42.36096,-71.089516
35,42.362316,-71.08685
36,42.36235,-71.08625
37,42.36233,-71.08604
38,42.36115,-71.08625
39,42.36105,-71.08626
40,42.361332,-71.08623
41,42.36146,-71.086205
42,42.36254,-71.08556
43,42.362602,-71.086624
44,42.363033,-71.08566
45,42.362457,-71.08497
46,42.361923,-71.09152
47,42.36279,-71.086586
48,42.36108,-71.087425
49,42.361217,-71.09087
50,42.36175,-71.091385
51,42.361298,-71.08772
52,42.361336,-71.088104
53,42.361294,-71.087456
54,42.362026,-71.0862
55,42.362022,-71.08616
56,42.361973,-71.086205
57,42.361916,-71.08621
58,42.36197,-71.08617
59,42.36192,-71.08617
60,42.3633,-71.08824
61,42.362015,-71.08611
62,42.36197,-71.08611
63,42.361923,-71.08612
64,42.36144,-71.08758
65,42.36138,-71.087585
66,42.36123,-71.08808
67,42.36141,-71.08758
68,42.361275,-71.0873
69,42.361282,-71.08739
70,42.36066,-71.09019
71,42.360638,-71.0902
72,42.360607,-71.090294
73,42.36071,-71.089424
74,42.361553,-71.08973
75,42.361607,-71.08974
76,42.361374,-71.08895
77,42.361248,-71.08965
78,42.3612,-71.08964
79,42.361336,-71.08969
80,42.361385,-71.0897
81,42.361244,-71.08684
82,42.361095,-71.08742
83,42.361153,-71.08677
84,42.362354,-71.08832
85,42.362343,-71.08722
86,42.3627,-71.08737
87,42.35985,-71.09132
88,42.362617,-71.08725
89,42.362656,-71.087814
