id,centerlat,centerlon,width,height,population,jobs,u,v
0,42.35897,-71.08902,21.313824,19.087875,0.4845185,0.003494124,0,21
1,42.359142,-71.08902,21.313765,19.087875,0.48451716,0.0034941141,0,20
2,42.359314,-71.08902,21.313707,19.087875,0.48451588,0.0034941048,0,19
3,42.359486,-71.08902,21.31365,18.6637,0.47374755,0.0034164488,0,18
4,42.359657,-71.08902,21.313591,19.087875,0.48451322,0.0034940857,0,17
5,42.35983,-71.08902,21.313536,19.087875,0.48451197,0.0034940767,0,16
6,42.36,-71.08902,21.313475,19.087875,0.48451057,0.0034940667,0,15
7,42.360172,-71.08902,21.313416,19.087875,0.4845092,0.0034940569,0,14
8,42.36034,-71.08902,21.313358,19.087875,0.4845079,0.0034940473,0,13
9,42.36051,-71.08902,21.313301,19.087875,0.48450658,0.0034940378,0,12
10,42.360683,-71.08902,21.31324,19.087875,0.48450524,0.003494028,0,11
11,42.360855,-71.08902,21.313185,19.087875,0.48450398,0.0034940192,0,10
12,42.361027,-71.08902,21.313126,19.087875,0.48450267,0.0034940096,0,9
13,42.3612,-71.08902,21.31307,18.6637,0.47373468,0.0034163557,0,8
14,42.36137,-71.08902,21.313011,19.087875,0.4845,0.0034939903,0,7
15,42.36154,-71.08902,21.312952,19.087875,0.48449868,0.003493981,0,6
16,42.361713,-71.08902,21.312895,19.087875,0.4844974,0.0034939717,0,5
17,42.361885,-71.08902,21.312838,19.087875,0.4844961,0.003493962,0,4
18,42.362053,-71.08902,21.312777,19.087875,0.4844947,0.003493952,0,3
19,42.362225,-71.08902,21.312717,19.087875,0.48449332,0.0034939423,0,2
20,42.362396,-71.08902,21.31266,19.087875,0.48449206,0.003493933,0,1
21,42.362568,-71.08902,21.312603,19.087875,0.48449075,0.0034939237,0,0
22,42.35897,-71.08876,21.313824,19.087875,0.4845185,0.07154563,1,21
23,42.359142,-71.08876,21.313765,19.087875,0.48451716,0.07154544,1,20
24,42.359314,-71.08876,21.313707,19.087875,0.48451588,0.07154525,1,19
25,42.359486,-71.08876,21.31365,18.6637,0.47374755,0.07146741,1,18
26,42.359657,-71.08876,21.313591,19.087875,0.48451322,0.07154485,1,17
27,42.35983,-71.08876,21.313536,19.087875,0.48451197,0.07154467,1,16
28,42.36,-71.08876,21.313475,19.087875,0.48451057,0.022454554,1,15
29,42.360172,-71.08876,21.313416,19.087875,0.4845092,0.0034940569,1,14
30,42.36034,-71.08876,21.313358,19.087875,0.4845079,0.0034940473,1,13
31,42.36051,-71.08876,21.313301,19.087875,0.48450658,0.0034940378,1,12
32,42.360683,-71.08876,21.31324,19.087875,0.48450524,0.003494028,1,11
33,42.360855,-71.08876,21.313185,19.087875,0.48450398,0.0034940192,1,10
34,42.361027,-71.08876,21.313126,19.087875,0.48450267,0.0034940096,1,9
35,42.3612,-71.08876,21.31307,18.6637,0.47373468,0.0034163557,1,8
36,42.36137,-71.08876,21.313011,19.087875,0.4845,0.0034939903,1,7
37,42.36154,-71.08876,21.312952,19.087875,0.48449868,0.003493981,1,6
38,42.361713,-71.08876,21.312895,19.087875,0.4844974,0.0034939717,1,5
39,42.361885,-71.08876,21.312838,19.087875,0.4844961,0.003493962,1,4
40,42.362053,-71.08876,21.312777,19.087875,0.4844947,0.003493952,1,3
41,42.362225,-71.08876,21.312717,19.087875,0.48449332,0.0034939423,1,2
42,42.362396,-71.08876,21.31266,19.087875,0.48449206,0.003493933,1,1
43,42.362568,-71.08876,21.312603,19.087875,0.48449075,0.0034939237,1,0
44,42.35897,-71.08849,21.9407,19.087875,0.49876904,0.07469846,2,21
45,42.359142,-71.08849,21.940641,19.087875,0.4987677,0.07469825,2,20
46,42.359314,-71.08849,21.940582,19.087875,0.49876633,0.07469805,2,19
47,42.359486,-71.08849,21.940523,18.6637,0.48768133,0.0730379,2,18
48,42.359657,-71.08849,21.940464,19.087875,0.49876368,0.07469764,2,17
49,42.35983,-71.08849,21.940403,19.087875,0.49876228,0.07469744,2,16
50,42.36,-71.08849,21.940342,19.087875,0.4987609,0.022841116,2,15
51,42.360172,-71.08849,21.940283,19.087875,0.49875957,0.0035968237,2,14
52,42.36034,-71.08849,21.940224,19.087875,0.4987582,0.003596814,2,13
53,42.36051,-71.08849,21.940163,19.087875,0.4987568,0.0035968039,2,12
54,42.360683,-71.08849,21.940102,19.087875,0.4987554,0.0035967939,2,11
55,42.360855,-71.08849,21.940044,19.087875,0.49875408,0.0035967843,2,10
56,42.361027,-71.08849,21.939983,19.087875,0.49875274,0.0035967745,2,9
57,42.3612,-71.08849,21.939926,18.6637,0.48766807,0.003516837,2,8
58,42.36137,-71.08849,21.939865,19.087875,0.49875003,0.003596755,2,7
59,42.36154,-71.08849,21.939806,19.087875,0.49874866,0.0035967452,2,6
60,42.361713,-71.08849,21.939745,19.087875,0.49874732,0.0035967354,2,5
61,42.361885,-71.08849,21.939688,19.087875,0.498746,0.0035967259,2,4
62,42.362053,-71.08849,21.939623,19.087875,0.49874455,0.0035967156,2,3
63,42.362225,-71.08849,21.939564,19.087875,0.4987432,0.0035967059,2,2
64,42.362396,-71.08849,21.939505,19.087875,0.49874184,0.003596696,2,1
65,42.362568,-71.08849,21.939444,19.087875,0.4987405,0.0035966863,2,0
66,42.35897,-71.088234,21.313824,19.087875,0.4845185,0.07256421,3,21
67,42.359142,-71.088234,21.313765,19.087875,0.48451716,0.07256401,3,20
68,42.359314,-71.088234,21.313707,19.087875,0.48451588,0.07256382,3,19
69,42.359486,-71.088234,21.31365,18.6637,0.47374755,0.0709511,3,18
70,42.359657,-71.088234,21.313591,19.087875,0.48451322,0.072563425,3,17
71,42.35983,-71.088234,21.313536,19.087875,0.48451197,0.07256323,3,16
72,42.36,-71.088234,21.313475,19.087875,0.48451057,0.038783897,3,15
73,42.360172,-71.088234,21.313416,19.087875,0.4845092,0.029501691,3,14
74,42.36034,-71.088234,21.313358,19.087875,0.4845079,0.029501611,3,13
75,42.36051,-71.088234,21.313301,19.087875,0.48450658,0.029501535,3,12
76,42.360683,-71.088234,21.31324,19.087875,0.48450524,0.02950145,3,11
77,42.360855,-71.088234,21.313185,19.087875,0.48450398,0.029501373,3,10
78,42.361027,-71.088234,21.313126,19.087875,0.48450267,0.029501293,3,9
79,42.3612,-71.088234,21.31307,18.6637,0.47373468,0.029423568,3,8
80,42.36137,-71.088234,21.313011,19.087875,0.4845,0.029501133,3,7
81,42.36154,-71.088234,21.312952,19.087875,0.48449868,0.029501053,3,6
82,42.361713,-71.088234,21.312895,19.087875,0.4844974,0.029500972,3,5
83,42.361885,-71.088234,21.312838,19.087875,0.4844961,0.029500892,3,4
84,42.362053,-71.088234,21.312777,19.087875,0.4844947,0.029500807,3,3
85,42.362225,-71.088234,21.312717,19.087875,0.48449332,0.030041141,3,2
86,42.362396,-71.088234,21.31266,19.087875,0.48449206,0.038551703,3,1
87,42.362568,-71.088234,21.312603,19.087875,0.48449075,0.029625703,3,0
88,42.35897,-71.087975,21.9407,19.087875,0.49876904,0.07469846,4,21
