id,lat,lon,transit
1,42.366096,-71.05337,no
2,42.36732,-71.05533,no
3,42.364265,-71.0545,no
4,42.365932,-71.0556,no
5,42.366207,-71.055885,no
6,42.365097,-71.05338,no
7,42.364265,-71.0545,no
8,42.366486,-71.05477,no
9,42.365654,-71.05255,no
10,42.364014,-71.054985,no
11,42.365868,-71.05492,no
12,42.365402,-71.056854,no
13,42.36469,-71.05109,no
14,42.36406,-71.05574,no
15,42.364006,-71.05355,no
16,42.367676,-71.058075,no
17,42.363976,-71.05449,no
18,42.364098,-71.054375,no
19,42.363922,-71.05455,no
20,42.365906,-71.05379,no
21,42.366474,-71.054726,no
22,42.364307,-71.05411,no
23,42.368355,-71.055756,no
24,42.368576,-71.0557,no
25,42.364235,-71.055466,no
26,42.364094,-71.05324,no
27,42.366047,-71.055046,no
