id,centerlat,centerlon,width,height,population,jobs,u,v
0,42.372604,-71.11264,16.922016,15.2703,2.3284996,0.11941023,0,21
1,42.37274,-71.11264,16.921976,15.694474,2.3931742,0.12272688,0,20
2,42.372883,-71.11264,16.92194,15.2703,2.3284893,0.1194097,0,19
3,42.37302,-71.11264,16.921904,15.2703,2.3284843,0.11940945,0,18
4,42.373158,-71.11264,16.921865,15.694474,2.3931587,0.12272608,0,17
5,42.3733,-71.11264,16.92183,15.2703,2.3284736,0.119408906,0,16
6,42.373436,-71.11264,16.921791,15.2703,2.3284683,0.11940864,0,15
7,42.373577,-71.11264,16.921751,15.694474,2.3931422,0.12272525,0,14
8,42.373714,-71.11264,16.921717,15.2703,2.3284583,0.119408116,0,13
9,42.37385,-71.11264,16.921679,15.2703,0.87550855,0.044897873,0,12
10,42.373993,-71.11264,16.921642,15.694474,0.0,0.0,0,11
11,42.37413,-71.11264,16.921604,15.2703,0.0,0.0,0,10
12,42.374268,-71.11264,16.921566,15.694474,0.0,0.0,0,9
13,42.37441,-71.11264,16.921528,15.2703,0.0,0.0,0,8
14,42.374546,-71.11264,16.921492,15.2703,0.0,0.0,0,7
15,42.374683,-71.11264,16.921453,15.694474,0.0,0.0,0,6
16,42.374825,-71.11264,16.921417,15.2703,0.0,0.0,0,5
17,42.37496,-71.11264,16.921381,15.2703,0.0,0.0,0,4
18,42.375103,-71.11264,16.921343,15.694474,0.0,0.0,0,3
19,42.37524,-71.11264,16.921305,15.2703,0.0,0.0,0,2
20,42.375378,-71.11264,16.92127,15.2703,0.0,0.0,0,1
21,42.37552,-71.11264,16.92123,15.694474,0.0,0.0,0,0
22,42.372604,-71.11243,16.922016,15.2703,2.3284996,0.11941023,1,21
23,42.37274,-71.11243,16.921976,15.694474,2.3931742,0.12272688,1,20
24,42.372883,-71.11243,16.92194,15.2703,2.3284893,0.1194097,1,19
25,42.37302,-71.11243,16.921904,15.2703,2.3284843,0.11940945,1,18
26,42.373158,-71.11243,16.921865,15.694474,2.3931587,0.12272608,1,17
27,42.3733,-71.11243,16.92183,15.2703,2.3284736,0.119408906,1,16
28,42.373436,-71.11243,16.921791,15.2703,2.3284683,0.11940864,1,15
29,42.373577,-71.11243,16.921751,15.694474,2.3931422,0.12272525,1,14
30,42.373714,-71.11243,16.921717,15.2703,2.3284583,0.119408116,1,13
31,42.37385,-71.11243,16.921679,15.2703,0.87550855,0.044897873,1,12
32,42.373993,-71.11243,16.921642,15.694474,0.0,0.0,1,11
33,42.37413,-71.11243,16.921604,15.2703,0.0,0.0,1,10
34,42.374268,-71.11243,16.921566,15.694474,0.0,0.0,1,9
35,42.37441,-71.11243,16.921528,15.2703,0.0,0.0,1,8
36,42.374546,-71.11243,16.921492,15.2703,0.0,0.0,1,7
37,42.374683,-71.11243,16.921453,15.694474,0.0,0.0,1,6
38,42.374825,-71.11243,16.921417,15.2703,0.0,0.0,1,5
39,42.37496,-71.11243,16.921381,15.2703,0.0,0.0,1,4
40,42.375103,-71.11243,16.921343,15.694474,0.0,0.0,1,3
41,42.37524,-71.11243,16.921305,15.2703,0.0,0.0,1,2
42,42.375378,-71.11243,16.92127,15.2703,0.0,0.0,1,1
43,42.37552,-71.11243,16.92123,15.694474,0.0,0.0,1,0
44,42.372604,-71.11222,17.548758,15.2703,2.4147403,0.12383284,2,21
45,42.37274,-71.11222,17.548716,15.694474,2.4818106,0.12727234,2,20
46,42.372883,-71.11222,17.54868,15.2703,2.4147296,0.12383229,2,19
47,42.37302,-71.11222,17.548641,15.2703,2.414724,0.12383201,2,18
48,42.373158,-71.11222,17.548601,15.694474,2.481794,0.1272715,2,17
49,42.3733,-71.11222,17.548563,15.2703,2.4147136,0.123831466,2,16
50,42.373436,-71.11222,17.548525,15.2703,2.4147084,0.1238312,2,15
51,42.373577,-71.11222,17.548485,15.694474,2.4817777,0.12727065,2,14
52,42.373714,-71.11222,17.548447,15.2703,2.4146974,0.12383063,2,13
53,42.37385,-71.11222,17.548409,15.2703,0.87550855,0.044897873,2,12
54,42.373993,-71.11222,17.548368,15.694474,0.0,0.0,2,11
55,42.37413,-71.11222,17.54833,15.2703,0.0,0.0,2,10
56,42.374268,-71.11222,17.548292,15.694474,0.0,0.0,2,9
57,42.37441,-71.11222,17.548252,15.2703,0.0,0.0,2,8
58,42.374546,-71.11222,17.548216,15.2703,0.0,0.0,2,7
59,42.374683,-71.11222,17.548174,15.694474,0.0,0.0,2,6
60,42.374825,-71.11222,17.548138,15.2703,0.0,0.0,2,5
61,42.37496,-71.11222,17.5481,15.2703,0.0,0.0,2,4
62,42.375103,-71.11222,17.54806,15.694474,0.0,0.0,2,3
63,42.37524,-71.11222,17.54802,15.2703,0.0,0.0,2,2
64,42.375378,-71.11222,17.547981,15.2703,0.0,0.0,2,1
65,42.37552,-71.11222,17.547943,15.694474,0.0,0.0,2,0
66,42.372604,-71.112015,16.922016,15.2703,2.3284996,0.11941023,3,21
67,42.37274,-71.112015,16.921976,15.694474,2.3931742,0.12272688,3,20
68,42.372883,-71.112015,16.92194,15.2703,2.3284893,0.1194097,3,19
69,42.37302,-71.112015,16.921904,15.2703,2.3284843,0.11940945,3,18
70,42.373158,-71.112015,16.921865,15.694474,2.3931587,0.12272608,3,17
71,42.3733,-71.112015,16.92183,15.2703,2.3284736,0.119408906,3,16
72,42.373436,-71.112015,16.921791,15.2703,2.3284683,0.11940864,3,15
73,42.373577,-71.112015,16.921751,15.694474,2.3931422,0.12272525,3,14
74,42.373714,-71.112015,16.921717,15.2703,2.3284583,0.119408116,3,13
75,42.37385,-71.112015,16.921679,15.2703,0.87550855,0.044897873,3,12
76,42.373993,-71.112015,16.921642,15.694474,0.0,0.0,3,11
77,42.37413,-71.112015,16.921604,15.2703,0.0,0.0,3,10
78,42.374268,-71.112015,16.921566,15.694474,0.0,0.0,3,9
79,42.37441,-71.112015,16.921528,15.2703,0.0,0.0,3,8
80,42.374546,-71.112015,16.921492,15.2703,0.0,0.0,3,7
81,42.374683,-71.112015,16.921453,15.694474,0.0,0.0,3,6
82,42.374825,-71.112015,16.921417,15.2703,0.0,0.0,3,5
83,42.37496,-71.112015,16.921381,15.2703,0.0,0.0,3,4
84,42.375103,-71.112015,16.921343,15.694474,0.0,0.0,3,3
85,42.37524,-71.112015,16.921305,15.2703,0.0,0.0,3,2
86,42.375378,-71.112015,16.92127,15.2703,0.0,0.0,3,1
87,42.37552,-71.112015,16.92123,15.694474,0.0,0.0,3,0
88,42.372604,-71.1118,16.922016,15.2703,2.3284996,0.11941023,4,21
89,42.37274,-71.1118,16.921976,15.694474,2.3931742,0.12272688,4,20
90,42.372883,-71.1118,16.92194,15.2703,2.3284893,0.1194097,4,19
91,42.37302,-71.1118,16.921904,15.2703,2.3284843,0.11940945,4,18
92,42.373158,-71.1118,16.921865,15.694474,2.3931587,0.12272608,4,17
93,42.3733,-71.1118,16.92183,15.2703,2.3284736,0.119408906,4,16
94,42.373436,-71.1118,16.921791,15.2703,2.3284683,0.11940864,4,15
95,42.373577,-71.1118,16.921751,15.694474,2.3931422,0.12272525,4,14
96,42.373714,-71.1118,16.921717,15.2703,2.3284583,0.119408116,4,13
97,42.37385,-71.1118,16.921679,15.2703,0.87550855,0.044897873,4,12
98,42.373993,-71.1118,16.921642,15.694474,0.0,0.0,4,11
99,42.37413,-71.1118,16.921604,15.2703,0.0,0.0,4,10
100,42.374268,-71.1118,16.921566,15.694474,0.0,0.0,4,9
101,42.37441,-71.1118,16.921528,15.2703,0.0,0.0,4,8
102,42.374546,-71.1118,16.921492,15.2703,0.0,0.0,4,7
103,42.374683,-71.1118,16.921453,15.694474,0.0,0.0,4,6
104,42.374825,-71.1118,16.921417,15.2703,0.0,0.0,4,5
105,42.37496,-71.1118,16.921381,15.2703,0.0,0.0,4,4
106,42.375103,-71.1118,16.921343,15.694474,0.0,0.0,4,3
107,42.37524,-71.1118,16.921305,15.2703,0.0,0.0,4,2
108,42.375378,-71.1118,16.92127,15.2703,0.0,0.0,4,1
109,42.37552,-71.1118,16.92123,15.694474,0.0,0.0,4,0
110,42.372604,-71.111595,17.548758,15.2703,2.4147403,0.12383284,5,21
111,42.37274,-71.111595,17.548716,15.694474,2.4818106,0.12727234,5,20
112,42.372883,-71.111595,17.54868,15.2703,2.4147296,0.12383229,5,19
113,42.37302,-71.111595,17.548641,15.2703,2.414724,0.12383201,5,18
114,42.373158,-71.111595,17.548601,15.694474,2.481794,0.1272715,5,17
115,42.3733,-71.111595,17.548563,15.2703,2.4147136,0.123831466,5,16
116,42.373436,-71.111595,17.548525,15.2703,2.4147084,0.1238312,5,15
117,42.373577,-71.111595,17.548485,15.694474,2.4817777,0.12727065,5,14
118,42.373714,-71.111595,17.548447,15.2703,2.4146974,0.12383063,5,13
119,42.37385,-71.111595,17.548409,15.2703,0.87550855,0.044897873,5,12
120,42.373993,-71.111595,17.548368,15.694474,0.0,0.0,5,11
121,42.37413,-71.111595,17.54833,15.2703,0.0,0.0,5,10
122,42.374268,-71.111595,17.548292,15.694474,0.0,0.0,5,9
123,42.37441,-71.111595,17.548252,15.2703,0.0,0.0,5,8
124,42.374546,-71.111595,17.548216,15.2703,0.0,0.0,5,7
125,42.374683,-71.111595,17.548174,15.694474,0.0,0.0,5,6
126,42.374825,-71.111595,17.548138,15.2703,0.0,0.0,5,5
127,42.37496,-71.111595,17.5481,15.2703,0.0,0.0,5,4
128,42.375103,-71.111595,17.54806,15.694474,0.0,0.0,5,3
129,42.37524,-71.111595,17.54802,15.2703,0.0,0.0,5,2
130,42.375378,-71.111595,17.547981,15.2703,0.0,0.0,5,1
131,42.37552,-71.111595,17.547943,15.694474,0.0,0.0,5,0
132,42.372604,-71.11139,16.922016,15.2703,2.3284996,0.11941023,6,21
133,42.37274,-71.11139,16.921976,15.694474,2.3931742,0.12272688,6,20
134,42.372883,-71.11139,16.92194,15.2703,2.3284893,0.1194097,6,19
135,42.37302,-71.11139,16.921904,15.2703,2.3284843,0.11940945,6,18
136,42.373158,-71.11139,16.921865,15.694474,2.3931587,0.12272608,6,17
137,42.3733,-71.11139,16.92183,15.2703,2.3284736,0.119408906,6,16
138,42.373436,-71.11139,16.921791,15.2703,2.3284683,0.11940864,6,15
139,42.373577,-71.11139,16.921751,15.694474,2.3931422,0.12272525,6,14
140,42.373714,-71.11139,16.921717,15.2703,2.3284583,0.119408116,6,13
141,42.37385,-71.11139,16.921679,15.2703,0.87550855,0.044897873,6,12
142,42.373993,-71.11139,16.921642,15.694474,0.0,0.0,6,11
143,42.37413,-71.11139,16.921604,15.2703,0.0,0.0,6,10
144,42.374268,-71.11139,16.921566,15.694474,0.0,0.0,6,9
145,42.37441,-71.11139,16.921528,15.2703,0.0,0.0,6,8
146,42.374546,-71.11139,16.921492,15.2703,0.0,0.0,6,7
147,42.374683,-71.11139,16.921453,15.694474,0.0,0.0,6,6
148,42.374825,-71.11139,16.921417,15.2703,0.0,0.0,6,5
149,42.37496,-71.11139,16.921381,15.2703,0.0,0.0,6,4
150,42.375103,-71.11139,16.921343,15.694474,0.0,0.0,6,3
151,42.37524,-71.11139,16.921305,15.2703,0.0,0.0,6,2
152,42.375378,-71.11139,16.92127,15.2703,0.0,0.0,6,1
153,42.37552,-71.11139,16.92123,15.694474,0.0,0.0,6,0
154,42.372604,-71.111176,16.922016,15.2703,2.3284996,0.11941023,7,21
155,42.37274,-71.111176,16.921976,15.694474,2.3931742,0.12272688,7,20
156,42.372883,-71.111176,16.92194,15.2703,2.3284893,0.1194097,7,19
157,42.37302,-71.111176,16.921904,15.2703,2.3284843,0.11940945,7,18
158,42.373158,-71.111176,16.921865,15.694474,2.3931587,0.12272608,7,17
159,42.3733,-71.111176,16.92183,15.2703,2.3284736,0.119408906,7,16
160,42.373436,-71.111176,16.921791,15.2703,2.3284683,0.11940864,7,15
