id,lat,lon
1,42.35925,-71.0627
2,42.3589,-71.0607
3,42.35811,-71.06221
4,42.359383,-71.062325
5,42.35921,-71.06118
6,42.359264,-71.060326
7,42.3591,-71.0628
8,42.36093,-71.05922
9,42.361485,-71.059494
10,42.358284,-71.059845
11,42.35809,-71.061676
12,42.358395,-71.06222
13,42.359455,-71.057686
14,42.357986,-71.059105
15,42.361546,-71.057106
16,42.361134,-71.05697
17,42.361275,-71.05695
18,42.357735,-71.05916
19,42.35775,-71.059204
20,42.35864,-71.05753
21,42.358646,-71.05739
22,42.357536,-71.05842
23,42.358723,-71.057236
24,42.35903,-71.0592
25,42.361145,-71.056786
26,42.36098,-71.06262
27,42.361023,-71.06318
28,42.361023,-71.06309
29,42.358482,-71.0627
30,42.358616,-71.06271
31,42.35894,-71.06279
32,42.360584,-71.05687
33,42.35892,-71.05763
34,42.360714,-71.05673
35,42.35817,-71.058105
36,42.35902,-71.05956
37,42.358788,-71.05846
38,42.35823,-71.05772
39,42.359364,-71.05914
40,42.36003,-71.05624
