id,centerlat,centerlon,width,height,population,jobs
0,42.364777,-71.093765,16.924124,15.2703,1.2845719,0.013521809
1,42.364914,-71.093765,16.924088,15.2703,1.284569,0.013521779
2,42.36505,-71.093765,16.924047,15.694474,1.3202485,0.013897352
3,42.365192,-71.093765,16.924013,15.2703,1.6770408,0.044506773
4,42.36533,-71.093765,16.923973,15.2703,1.9109317,0.06297205
5,42.36547,-71.093765,16.923937,15.694474,1.964009,0.06472114
6,42.36561,-71.093765,16.9239,15.2703,1.9109235,0.062971786
7,42.365746,-71.093765,16.92386,15.694474,1.964,0.06875834
8,42.365887,-71.093765,16.923824,15.2703,1.9109149,0.085362256
9,42.366024,-71.093765,16.923788,15.2703,2.5274343,0.14140967
10,42.366165,-71.093765,16.923752,15.694474,3.0841863,0.28542235
11,42.366302,-71.093765,16.923712,15.2703,2.0397477,0.2806384
12,42.36644,-71.093765,16.923676,15.694474,1.580078,0.24767078
13,42.36658,-71.093765,16.92364,15.2703,1.5373701,0.24097648
14,42.36672,-71.093765,16.923601,15.2703,0.038532723,0.10471831
15,42.36686,-71.093765,16.923563,15.694474,0.0,0.0940818
16,42.366997,-71.093765,16.923525,15.2703,0.0,0.022390356
17,42.367134,-71.093765,16.923487,15.694474,0.02888695,0.02590095
18,42.367275,-71.093765,16.92345,15.2703,1.1213633,0.1345266
19,42.367413,-71.093765,16.923414,15.2703,1.1213608,0.13452628
20,42.367554,-71.093765,16.923376,15.694474,2.671929,0.17468062
21,42.36769,-71.093765,16.92334,15.2703,2.9043112,0.17984274
22,42.364777,-71.09356,17.550945,15.2703,1.3321488,0.014022619
23,42.364914,-71.09356,17.550907,15.2703,1.3321459,0.014022589
24,42.36505,-71.09356,17.550867,15.694474,1.3691467,0.014412071
25,42.365192,-71.09356,17.550829,15.2703,1.7246172,0.04500758
26,42.36533,-71.09356,17.550789,15.2703,1.9817071,0.065304354
27,42.36547,-71.09356,17.55075,15.694474,2.03675,0.06711822
28,42.36561,-71.09356,17.55071,15.2703,1.9816983,0.06530406
29,42.365746,-71.09356,17.55067,15.694474,2.0367408,0.07115541
30,42.365887,-71.09356,17.550634,15.2703,1.9816897,0.08852382
31,42.366024,-71.09356,17.550596,15.2703,2.3865933,0.12533344
32,42.366165,-71.09356,17.550558,15.694474,2.5750303,0.23970251
33,42.366302,-71.09356,17.550518,15.2703,1.5494543,0.23981503
34,42.36644,-71.09356,17.55048,15.694474,1.0470811,0.20306942
35,42.36658,-71.09356,17.55044,15.2703,1.0470787,0.20015326
