id,centerlat,centerlon,width,height,population,jobs
0,42.363533,-71.09395,22.905449,5.085308,3.1572907,0.0128869
1,42.363674,-71.09395,22.905449,4.9478674,3.0719585,0.012538606
2,42.36381,-71.09395,22.905449,4.9478674,3.1695127,0.013467695
3,42.36395,-71.09395,22.905449,5.085308,4.962045,0.03007504
4,42.36409,-71.09395,22.905449,4.9478674,4.827936,0.0292622
5,42.364227,-71.09395,22.905449,4.9478674,4.827936,0.0292622
6,42.364365,-71.09395,22.905449,5.085308,5.3288274,0.033935905
7,42.364506,-71.09395,22.905449,4.9478674,6.112664,0.04278566
8,42.364643,-71.09395,22.905449,4.9478674,6.112664,0.04278566
9,42.36478,-71.09395,22.905449,4.9478674,6.112664,0.04278566
10,42.36492,-71.09395,22.905449,5.085308,3.592917,0.03299642
11,42.36506,-71.09395,22.905449,4.9478674,3.0407062,0.030247053
12,42.365196,-71.09395,22.905449,4.9478674,3.3422978,0.054056916
13,42.365337,-71.09395,22.905449,5.085308,2.7997322,0.07268149
14,42.365475,-71.09395,22.905449,4.9478674,1.9111112,0.062974714
15,42.365612,-71.09395,22.905449,4.9478674,1.9111112,0.062974714
16,42.365753,-71.09395,22.905449,5.085308,1.9641976,0.07480955
17,42.36589,-71.09395,22.905449,4.9478674,1.9111112,0.13105212
18,42.366028,-71.09395,22.905449,4.9478674,2.3951192,0.17505285
19,42.36617,-71.09395,22.905449,5.085308,2.8352296,0.31399608
20,42.366306,-71.09395,22.905449,4.9478674,1.8970274,0.31506062
21,42.366444,-71.09395,22.905449,4.9478674,1.5374374,0.28667194
22,42.363533,-71.09374,23.7538,5.0853624,3.2742624,0.020006986
23,42.363674,-71.09374,23.7538,4.947921,3.1857693,0.019645788
24,42.36381,-71.09374,23.7538,4.947921,3.2833247,0.020574886
25,42.36395,-71.09374,23.7538,5.0853624,5.1458797,0.037831914
26,42.36409,-71.09374,23.7538,4.947921,5.0068026,0.036988962
27,42.364227,-71.09374,23.7538,4.947921,5.0068026,0.036988962
28,42.364365,-71.09374,23.7538,5.0853624,5.5126657,0.03765978
29,42.364506,-71.09374,23.7538,4.947921,6.3391285,0.044370793
30,42.364643,-71.09374,23.7538,4.947921,6.3391285,0.044370793
31,42.36478,-71.09374,23.7538,4.947921,6.3391285,0.044370793
32,42.36492,-71.09374,23.7538,5.0853624,3.7087035,0.034148164
33,42.36506,-71.09374,23.7538,4.947921,3.153359,0.031367656
34,42.365196,-71.09374,23.7538,4.947921,3.4549537,0.055177774
35,42.365337,-71.09374,23.7538,5.0853624,2.872511,0.07507947
36,42.365475,-71.09374,23.7538,4.947921,1.9819145,0.06530782
37,42.365612,-71.09374,23.7538,4.947921,1.9819145,0.06530782
38,42.365753,-71.09374,23.7538,5.0853624,2.0369673,0.07053129
39,42.36589,-71.09374,23.7538,4.947921,1.9819145,0.088528395
40,42.366028,-71.09374,23.7538,4.947921,2.4659278,0.1325296
41,42.36617,-71.09374,23.7538,5.0853624,2.9176283,0.2769897
42,42.366306,-71.09374,23.7538,4.947921,1.9539907,0.27830267
43,42.366444,-71.09374,23.7538,4.947921,1.5943968,0.24991366
44,42.363533,-71.09354,22.905449,5.085416,3.1573575,0.030209068
45,42.363674,-71.09354,22.905449,4.947973,3.0720239,0.029392611
46,42.36381,-71.09354,22.905449,4.947973,3.1695802,0.03032172
47,42.36395,-71.09354,22.905449,5.085416,4.9621506,0.047397573
48,42.36409,-71.09354,22.905449,4.947973,4.8280387,0.04611656
49,42.364227,-71.09354,22.905449,4.947973,4.8280387,0.04611656
50,42.364365,-71.09354,22.905449,5.085416,5.3289404,0.04099369
51,42.364506,-71.09354,22.905449,4.947973,6.112795,0.042786572
52,42.364643,-71.09354,22.905449,4.947973,6.112795,0.042786572
53,42.36478,-71.09354,22.905449,4.947973,6.112795,0.042786572
54,42.36492,-71.09354,22.905449,5.085416,3.592993,0.03299712
55,42.36506,-71.09354,22.905449,4.947973,3.040771,0.0302477
56,42.365196,-71.09354,22.905449,4.947973,3.342369,0.054058068
57,42.365337,-71.09354,22.905449,5.085416,2.7997916,0.07268302
58,42.365475,-71.09354,22.905449,4.947973,1.9111519,0.062976055
59,42.365612,-71.09354,22.905449,4.947973,1.9111519,0.062976055
60,42.365753,-71.09354,22.905449,5.085416,1.9642392,0.06813479
61,42.36589,-71.09354,22.905449,4.947973,1.9111519,0.08536755
62,42.366028,-71.09354,22.905449,4.947973,2.6469357,0.15225697
63,42.36617,-71.09354,22.905449,5.085416,3.592307,0.3377571
