id,centerlat,centerlon,width,height,population,jobs
0,42.36111,-71.09036,23.7538,5.086239,0.3281647,0.008861691
1,42.361248,-71.09036,23.7538,4.9487734,0.3192954,0.008622186
2,42.361385,-71.09036,23.7538,4.9487734,0.3192954,0.008622186
3,42.361523,-71.09036,23.7538,5.086239,0.3281647,0.008861691
4,42.361664,-71.09036,23.7538,4.9487734,0.3192954,0.008622186
5,42.3618,-71.09036,23.7538,4.9487734,0.3192954,0.008622186
6,42.36194,-71.09036,23.7538,4.9487734,0.3192954,0.008622186
7,42.36208,-71.09036,23.7538,5.086239,0.3281647,0.008861691
8,42.362217,-71.09036,23.7538,4.9487734,0.3192954,0.008622186
9,42.362354,-71.09036,23.7538,4.9487734,0.3192954,0.008622186
10,42.362495,-71.09036,23.7538,5.086239,0.3281647,0.008861691
11,42.362633,-71.09036,23.7538,4.9487734,0.18815623,0.0092627425
12,42.36277,-71.09036,23.7538,4.9487734,0.0,0.03905326
13,42.362907,-71.09036,23.7538,5.086239,0.0,0.049830712
14,42.36305,-71.09036,23.7538,4.9487734,0.0,0.048483938
15,42.363186,-71.09036,23.7538,4.9487734,0.0,0.048483938
16,42.363323,-71.09036,23.7538,4.9487734,0.0,0.048483938
17,42.363464,-71.09036,23.7538,5.086239,0.0,0.049830712
18,42.3636,-71.09036,23.7538,4.9487734,0.0,0.048483938
19,42.36374,-71.09036,23.7538,4.9487734,0.0,0.048483938
20,42.363876,-71.09036,23.7538,5.086239,0.0,0.049830712
21,42.364017,-71.09036,23.7538,4.9487734,0.0,0.048483938
22,42.36111,-71.09016,22.905449,5.086292,0.31644782,0.008545291
23,42.361248,-71.09016,22.905449,4.948825,0.3078952,0.008314337
24,42.361385,-71.09016,22.905449,4.948825,0.3078952,0.008314337
25,42.361523,-71.09016,22.905449,5.086292,0.31644782,0.008545291
26,42.361664,-71.09016,22.905449,4.948825,0.3078952,0.008314337
27,42.3618,-71.09016,22.905449,4.948825,0.3078952,0.008314337
28,42.36194,-71.09016,22.905449,4.948825,0.3078952,0.008314337
29,42.36208,-71.09016,22.905449,5.086292,0.31644782,0.008545291
30,42.362217,-71.09016,22.905449,4.948825,0.3078952,0.008314337
31,42.362354,-71.09016,22.905449,4.948825,0.3078952,0.008314337
32,42.362495,-71.09016,22.905449,5.086292,0.31644782,0.008545291
33,42.362633,-71.09016,22.905449,4.948825,0.18815818,0.009037137
34,42.36277,-71.09016,22.905449,4.948825,0.0,0.03799614
35,42.362907,-71.09016,22.905449,5.086292,0.0,0.048051544
36,42.36305,-71.09016,22.905449,4.948825,0.0,0.04675286
37,42.363186,-71.09016,22.905449,4.948825,0.0,0.04675286
38,42.363323,-71.09016,22.905449,4.948825,0.0,0.04675286
39,42.363464,-71.09016,22.905449,5.086292,0.0,0.048051544
40,42.3636,-71.09016,22.905449,4.948825,0.0,0.04675286
41,42.36374,-71.09016,22.905449,4.948825,0.0,0.04675286
42,42.363876,-71.09016,22.905449,5.086292,0.0,0.048051544
43,42.364017,-71.09016,22.905449,4.948825,0.0,0.04675286
44,42.36111,-71.08994,22.905449,5.0863447,0.3164511,0.005369769
45,42.361248,-71.08994,22.905449,4.9488764,0.3078984,0.0053080907
46,42.361385,-71.08994,22.905449,4.9488764,0.3078984,0.0053080907
47,42.361523,-71.08994,22.905449,5.0863447,0.3164511,0.005369769
48,42.361664,-71.08994,22.905449,4.9488764,0.3078984,0.0053080907
49,42.3618,-71.08994,22.905449,4.9488764,0.3078984,0.0053080907
50,42.36194,-71.08994,22.905449,4.9488764,0.3078984,0.0053080907
51,42.36208,-71.08994,22.905449,5.0863447,0.3164511,0.005369769
52,42.362217,-71.08994,22.905449,4.9488764,0.3078984,0.0053080907
