id,lat,lon,transit
1,42.363544,-71.09943,no
2,42.362835,-71.1,no
3,42.36284,-71.09987,no
4,42.36297,-71.09985,no
5,42.3616,-71.09748,no
6,42.362583,-71.100075,no
7,42.363476,-71.09862,no
8,42.362103,-71.10025,no
9,42.36337,-71.09728,no
10,42.363556,-71.09955,no
11,42.36358,-71.09994,no
12,42.363094,-71.09721,no
13,42.363075,-71.09685,no
14,42.362705,-71.09956,no
15,42.3625,-71.098495,no
16,42.36256,-71.098595,no
17,42.362396,-71.09989,no
18,42.36359,-71.10005,no
19,42.36336,-71.10065,no
20,42.363564,-71.09965,no
21,42.361748,-71.097206,no
22,42.361034,-71.09669,no
23,42.363358,-71.09713,no
24,42.363167,-71.0985,no
25,42.363506,-71.1009,no
26,42.363426,-71.10018,no
27,42.36058,-71.096985,no
28,42.360523,-71.0974,no
29,42.360634,-71.09723,no
30,42.360703,-71.095695,no
31,42.363342,-71.09684,no
32,42.363346,-71.09689,no
33,42.363884,-71.10091,no
34,42.362335,-71.098114,no
35,42.36168,-71.09709,no
