id,lat,lon
1,42.35925,-71.0627
2,42.3589,-71.0607
3,42.359245,-71.06387
4,42.359383,-71.062325
5,42.358707,-71.06505
6,42.359543,-71.06589
7,42.358986,-71.06422
8,42.35921,-71.06118
9,42.359264,-71.060326
10,42.3591,-71.0628
11,42.36093,-71.05922
12,42.361485,-71.059494
13,42.358707,-71.06394
14,42.358284,-71.059845
15,42.358395,-71.06222
16,42.361023,-71.063835
17,42.36096,-71.06567
18,42.361813,-71.0655
19,42.361935,-71.06606
20,42.36101,-71.06589
21,42.35903,-71.0592
22,42.36201,-71.06573
23,42.36098,-71.06262
24,42.361008,-71.06493
25,42.361004,-71.0647
26,42.36102,-71.06327
27,42.361023,-71.06318
28,42.361023,-71.06309
29,42.358482,-71.0627
30,42.358616,-71.06271
31,42.35894,-71.06279
32,42.361286,-71.06514
33,42.361023,-71.063965
34,42.3614,-71.06543
35,42.360203,-71.06378
36,42.362396,-71.06431
37,42.35902,-71.05956
38,42.359364,-71.05914
