id,lat,lon
1,42.35925,-71.0627
2,42.359245,-71.06387
3,42.35811,-71.06221
4,42.359383,-71.062325
5,42.36102,-71.06778
6,42.35732,-71.065605
7,42.359264,-71.067825
8,42.358707,-71.06505
9,42.359543,-71.06589
10,42.360096,-71.06699
11,42.358986,-71.06422
12,42.3591,-71.0628
13,42.358707,-71.06394
14,42.360653,-71.06699
15,42.358395,-71.06222
16,42.361023,-71.063835
17,42.36132,-71.0667
18,42.36096,-71.06567
19,42.361813,-71.0655
20,42.361935,-71.06606
21,42.36101,-71.06589
22,42.357452,-71.06354
23,42.35749,-71.06342
24,42.360996,-71.06795
25,42.360992,-71.067154
26,42.36201,-71.06573
27,42.36102,-71.06682
28,42.361027,-71.06649
29,42.36098,-71.06262
30,42.361008,-71.06493
31,42.361004,-71.0647
32,42.36102,-71.06327
33,42.361023,-71.06318
34,42.361023,-71.06309
35,42.358482,-71.0627
36,42.358616,-71.06271
37,42.35894,-71.06279
38,42.361286,-71.06514
39,42.361023,-71.063965
40,42.36102,-71.06665
41,42.3614,-71.06543
42,42.360203,-71.06378
43,42.361904,-71.0678
44,42.362396,-71.06431
