id,lat,lon
1,42.36274,-71.07015
2,42.36321,-71.06638
3,42.36273,-71.06741
4,42.363052,-71.07
5,42.36298,-71.068596
6,42.36102,-71.06778
7,42.359264,-71.067825
8,42.360653,-71.06699
9,42.358707,-71.06505
10,42.359543,-71.06589
11,42.36315,-71.06533
12,42.360374,-71.07005
13,42.36315,-71.06672
14,42.360096,-71.06699
15,42.36258,-71.06825
16,42.358986,-71.06422
17,42.362633,-71.07033
18,42.36315,-71.069496
19,42.358707,-71.06394
20,42.361935,-71.07046
21,42.361755,-71.07023
22,42.36192,-71.07012
23,42.360992,-71.06821
24,42.360996,-71.068054
25,42.360996,-71.06795
26,42.36132,-71.0667
27,42.36101,-71.06589
28,42.36096,-71.06567
29,42.361813,-71.0655
30,42.361935,-71.06606
31,42.360626,-71.07057
32,42.360966,-71.06892
33,42.360992,-71.067154
34,42.36102,-71.06682
35,42.36102,-71.06665
36,42.361027,-71.06649
37,42.360447,-71.07069
38,42.36037,-71.07068
39,42.36201,-71.06573
40,42.362843,-71.064125
41,42.36293,-71.064095
42,42.361023,-71.063965
43,42.361004,-71.0647
44,42.361008,-71.06493
45,42.3614,-71.06543
46,42.36096,-71.069305
47,42.3613,-71.06835
48,42.360256,-71.07097
49,42.360184,-71.07096
50,42.362736,-71.0691
51,42.361286,-71.06514
52,42.36069,-71.070885
53,42.361904,-71.0678
54,42.359196,-71.07078
55,42.3589,-71.07058
56,42.362396,-71.06431
57,42.360767,-71.07028
58,42.36103,-71.06435
59,42.357643,-71.07037
60,42.357716,-71.07009
