id,lat,lon,transit
1,42.362366,-71.10749,yes
2,42.36346,-71.106285,yes
3,42.36389,-71.1058,yes
4,42.364414,-71.10253,no
5,42.364586,-71.10254,no
6,42.36474,-71.10279,no
7,42.359886,-71.102936,no
8,42.360218,-71.10246,no
9,42.36417,-71.10202,no
10,42.364174,-71.103004,no
11,42.36115,-71.10761,no
12,42.364223,-71.10294,no
13,42.36271,-71.10465,no
14,42.364346,-71.10233,no
15,42.361588,-71.10744,no
16,42.364086,-71.107994,no
17,42.364258,-71.10782,no
18,42.364117,-71.10789,no
19,42.364147,-71.107796,no
20,42.364277,-71.10776,no
21,42.364254,-71.10749,no
22,42.364243,-71.10754,no
23,42.364445,-71.10692,no
24,42.3648,-71.10593,no
25,42.364235,-71.107445,no
26,42.36437,-71.10748,no
27,42.364395,-71.107414,no
28,42.364414,-71.107346,no
29,42.36467,-71.106575,no
30,42.364765,-71.10578,no
31,42.36458,-71.10251,no
32,42.364227,-71.10365,no
33,42.36448,-71.10355,no
34,42.364613,-71.10412,no
35,42.364147,-71.10774,no
36,42.364235,-71.10748,no
37,42.363827,-71.10367,no
38,42.36375,-71.10375,no
39,42.363804,-71.103714,no
40,42.364155,-71.10198,no
41,42.363503,-71.106346,no
