id,lat,lon
1,42.35925,-71.0627
2,42.3589,-71.0607
3,42.359245,-71.06387
4,42.35811,-71.06221
5,42.359383,-71.062325
6,42.35732,-71.065605
7,42.358707,-71.06505
8,42.359543,-71.06589
9,42.35732,-71.06088
10,42.358986,-71.06422
11,42.35921,-71.06118
12,42.359264,-71.060326
13,42.3591,-71.0628
14,42.36093,-71.05922
15,42.361485,-71.059494
16,42.358707,-71.06394
17,42.358284,-71.059845
18,42.35809,-71.061676
19,42.358395,-71.06222
20,42.357986,-71.059105
21,42.361023,-71.063835
22,42.36096,-71.06567
23,42.361813,-71.0655
24,42.361935,-71.06606
25,42.36101,-71.06589
26,42.357735,-71.05916
27,42.35775,-71.059204
28,42.357452,-71.06354
29,42.35749,-71.06342
30,42.357376,-71.058945
31,42.35903,-71.0592
32,42.36201,-71.06573
33,42.36098,-71.06262
34,42.361008,-71.06493
35,42.361004,-71.0647
36,42.36102,-71.06327
37,42.361023,-71.06318
38,42.361023,-71.06309
39,42.35716,-71.06078
40,42.35712,-71.060936
41,42.357277,-71.06102
42,42.358482,-71.0627
43,42.358616,-71.06271
44,42.35894,-71.06279
45,42.361286,-71.06514
46,42.361023,-71.063965
47,42.3614,-71.06543
48,42.360203,-71.06378
49,42.362396,-71.06431
50,42.357063,-71.05895
51,42.35902,-71.05956
52,42.359364,-71.05914
