id,lat,lon
1,42.35678,-71.0592
2,42.35925,-71.0627
3,42.35687,-71.05878
4,42.3589,-71.0607
5,42.359245,-71.06387
6,42.35717,-71.05846
7,42.35811,-71.06221
8,42.359383,-71.062325
9,42.35732,-71.065605
10,42.358707,-71.06505
11,42.359543,-71.06589
12,42.35732,-71.06088
13,42.358986,-71.06422
14,42.35921,-71.06118
15,42.359264,-71.060326
16,42.3591,-71.0628
17,42.3569,-71.0588
18,42.3572,-71.0585
19,42.36093,-71.05922
20,42.361485,-71.059494
21,42.358707,-71.06394
22,42.358284,-71.059845
23,42.35809,-71.061676
24,42.358395,-71.06222
25,42.357986,-71.059105
26,42.35682,-71.05886
27,42.356903,-71.05891
28,42.361023,-71.063835
29,42.36096,-71.06567
30,42.361813,-71.0655
31,42.36101,-71.06589
32,42.357735,-71.05916
33,42.35775,-71.059204
34,42.357452,-71.06354
35,42.35749,-71.06342
36,42.357376,-71.058945
37,42.35903,-71.0592
38,42.36201,-71.06573
39,42.36098,-71.06262
40,42.361008,-71.06493
41,42.361004,-71.0647
42,42.36102,-71.06327
43,42.361023,-71.06318
44,42.361023,-71.06309
45,42.35716,-71.06078
46,42.35712,-71.060936
47,42.357277,-71.06102
48,42.358482,-71.0627
49,42.358616,-71.06271
50,42.35894,-71.06279
51,42.361286,-71.06514
52,42.361023,-71.063965
53,42.3614,-71.06543
54,42.360203,-71.06378
55,42.362396,-71.06431
56,42.357063,-71.05895
57,42.35902,-71.05956
58,42.358788,-71.05846
59,42.359364,-71.05914
