id,lat,lon,transit
1,42.35678,-71.0592,no
2,42.35687,-71.05878,no
3,42.35717,-71.05846,no
4,42.356983,-71.056854,no
5,42.35732,-71.057,no
6,42.357304,-71.0568,no
7,42.356533,-71.05581,no
8,42.3569,-71.0588,no
9,42.3566,-71.059,no
10,42.3572,-71.0585,no
11,42.360207,-71.05479,no
12,42.35861,-71.05703,no
13,42.359455,-71.057686,no
14,42.357986,-71.059105,no
15,42.356903,-71.05891,no
16,42.35682,-71.05886,no
17,42.357376,-71.058945,no
18,42.357735,-71.05916,no
19,42.35775,-71.059204,no
20,42.35864,-71.05753,no
21,42.358646,-71.05739,no
22,42.357536,-71.05842,no
23,42.358723,-71.057236,no
24,42.35903,-71.0592,no
25,42.360584,-71.05687,no
26,42.356754,-71.055405,no
27,42.35892,-71.05763,no
28,42.359234,-71.05543,no
29,42.357037,-71.0547,no
30,42.357323,-71.05532,no
31,42.356712,-71.05656,no
32,42.359383,-71.05546,no
33,42.359463,-71.055466,no
34,42.35973,-71.056,no
35,42.359768,-71.05564,no
36,42.360504,-71.05475,no
37,42.35684,-71.05759,no
38,42.360043,-71.055435,no
39,42.357063,-71.05895,no
40,42.35817,-71.058105,no
41,42.358788,-71.05846,no
42,42.35823,-71.05772,no
43,42.359364,-71.05914,no
44,42.36003,-71.05624,no
45,42.360165,-71.054886,no
46,42.36053,-71.05489,no
47,42.360508,-71.055115,no
48,42.35981,-71.05516,no
49,42.35769,-71.05901,no
