id,centerlat,centerlon,width,height,population,jobs
0,42.359585,-71.09186,17.552395,15.2703,0.31920916,0.0023019891
1,42.359722,-71.09186,17.552355,15.694474,0.32807532,0.002365928
2,42.359863,-71.09186,17.552317,15.2703,0.31920776,0.0023019789
3,42.36,-71.09186,17.552279,15.2703,0.31920704,0.002301974
4,42.360138,-71.09186,17.552238,15.694474,0.3280731,0.0023659118
5,42.36028,-71.09186,17.552202,15.2703,0.31920567,0.002301964
6,42.360416,-71.09186,17.552162,15.2703,0.31920496,0.0023019589
7,42.360558,-71.09186,17.552124,15.694474,0.328071,0.0023658965
8,42.360695,-71.09186,17.552084,15.2703,0.3192035,0.0023019481
9,42.360832,-71.09186,17.552046,15.694474,0.32806954,0.0023658862
10,42.360973,-71.09186,17.552006,15.2703,0.3192021,0.0023019381
11,42.36111,-71.09186,17.551968,15.2703,0.31920138,0.002301933
12,42.36125,-71.09186,17.551928,15.694474,0.3280673,0.00236587
13,42.36139,-71.09186,17.551891,15.2703,0.3192,0.002301923
14,42.361526,-71.09186,17.55185,15.694474,0.32806587,0.0023658597
15,42.361668,-71.09186,17.551813,15.2703,0.31919858,0.0023019128
16,42.361805,-71.09186,17.551775,15.2703,0.3191979,0.0023019079
17,42.361946,-71.09186,17.551735,15.694474,0.32806373,0.0023658443
18,42.362083,-71.09186,17.551697,15.2703,0.31919646,0.0023018976
19,42.36222,-71.09186,17.551659,15.694474,0.3280623,0.0023658338
20,42.362362,-71.09186,17.551619,15.2703,0.31919506,0.0023018876
21,42.3625,-71.09186,17.551579,15.2703,0.3191943,0.002301882
22,42.359585,-71.09165,16.925522,15.2703,0.30780882,0.002219775
23,42.359722,-71.09165,16.925486,15.694474,0.31635836,0.0022814304
24,42.359863,-71.09165,16.925447,15.2703,0.30780745,0.0022197652
25,42.36,-71.09165,16.925411,15.2703,0.3078068,0.0022197606
26,42.360138,-71.09165,16.925371,15.694474,0.3163562,0.002281415
27,42.36028,-71.09165,16.925335,15.2703,0.3078054,0.0022197505
28,42.360416,-71.09165,16.925299,15.2703,0.30780473,0.0022197457
29,42.360558,-71.09165,16.92526,15.694474,0.31635413,0.0022814
30,42.360695,-71.09165,16.925222,15.2703,0.30780336,0.0022197356
31,42.360832,-71.09165,16.925186,15.694474,0.31635275,0.0022813901
32,42.360973,-71.09165,16.925148,15.2703,0.307802,0.0022197259
33,42.36111,-71.09165,16.925112,15.2703,0.30780134,0.0022197212
34,42.36125,-71.09165,16.925074,15.694474,0.31635064,0.0022813748
35,42.36139,-71.09165,16.925037,15.2703,0.30780002,0.0022197117
36,42.361526,-71.09165,16.924997,15.694474,0.31634924,0.0022813648
37,42.361668,-71.09165,16.924961,15.2703,0.3077986,0.0022197014
38,42.361805,-71.09165,16.924925,15.2703,0.30779794,0.0022196965
39,42.361946,-71.09165,16.924885,15.694474,0.31634712,0.0022813494
40,42.362083,-71.09165,16.924849,15.2703,0.30779657,0.0022196868
41,42.36222,-71.09165,16.924812,15.694474,0.31634578,0.0022813398
42,42.362362,-71.09165,16.924774,15.2703,0.30779523,0.002219677
43,42.3625,-71.09165,16.924738,15.2703,0.30779454,0.0022196723
44,42.359585,-71.09144,16.925522,15.2703,0.30780882,0.002219775
45,42.359722,-71.09144,16.925486,15.694474,0.31635836,0.0022814304
