id,centerlat,centerlon,width,height,population,jobs
0,42.3608,-71.091774,22.905449,5.0858727,0.31642172,0.01571609
1,42.36094,-71.091774,22.905449,4.9484167,0.3078698,0.015291333
2,42.361076,-71.091774,22.905449,4.9484167,0.3078698,0.015291333
3,42.361217,-71.091774,22.905449,5.0858727,0.31642172,0.01571609
4,42.361355,-71.091774,22.905449,4.9484167,0.3078698,0.015291333
5,42.361492,-71.091774,22.905449,5.0858727,0.31642172,0.01571609
6,42.361633,-71.091774,22.905449,4.9484167,0.3078698,0.015291333
7,42.36177,-71.091774,22.905449,4.9484167,0.3078698,0.015291333
8,42.361908,-71.091774,22.905449,5.0858727,0.31642172,0.01571609
9,42.36205,-71.091774,22.905449,4.9484167,0.3078698,0.015291333
10,42.362186,-71.091774,22.905449,4.9484167,0.3078698,0.015291333
11,42.362328,-71.091774,22.905449,5.0858727,0.31642172,0.01571609
12,42.362465,-71.091774,22.905449,4.9484167,0.3078698,0.015291333
13,42.362602,-71.091774,22.905449,5.0858727,0.31642172,0.01571609
14,42.362743,-71.091774,22.905449,4.9484167,0.022805171,0.012719605
15,42.36288,-71.091774,22.905449,4.9484167,0.0,0.017630547
16,42.363018,-71.091774,22.905449,5.0858727,0.0,0.017323451
17,42.36316,-71.091774,22.905449,4.9484167,0.0,0.01685525
18,42.363297,-71.091774,22.905449,4.9484167,0.0,0.01685525
19,42.363438,-71.091774,22.905449,5.0858727,0.0,0.017323451
20,42.363575,-71.091774,22.905449,4.9484167,0.0,0.01685525
21,42.363712,-71.091774,22.905449,4.9484167,0.0,0.01685525
22,42.3608,-71.09156,22.905449,5.0859256,0.31642503,0.015716255
23,42.36094,-71.09156,22.905449,4.948468,0.307873,0.0152914915
24,42.361076,-71.09156,22.905449,4.948468,0.307873,0.0152914915
25,42.361217,-71.09156,22.905449,5.0859256,0.31642503,0.015716255
26,42.361355,-71.09156,22.905449,4.948468,0.307873,0.0152914915
27,42.361492,-71.09156,22.905449,5.0859256,0.31642503,0.015716255
28,42.361633,-71.09156,22.905449,4.948468,0.307873,0.0152914915
29,42.36177,-71.09156,22.905449,4.948468,0.307873,0.0152914915
30,42.361908,-71.09156,22.905449,5.0859256,0.31642503,0.015716255
31,42.36205,-71.09156,22.905449,4.948468,0.307873,0.0152914915
32,42.362186,-71.09156,22.905449,4.948468,0.307873,0.0152914915
33,42.362328,-71.09156,22.905449,5.0859256,0.31642503,0.015716255
34,42.362465,-71.09156,22.905449,4.948468,0.307873,0.0152914915
35,42.362602,-71.09156,22.905449,5.0859256,0.31642503,0.015716255
36,42.362743,-71.09156,22.905449,4.948468,0.022805408,0.012719737
37,42.36288,-71.09156,22.905449,4.948468,0.0,0.01763073
38,42.363018,-71.09156,22.905449,5.0859256,0.0,0.017323632
39,42.36316,-71.09156,22.905449,4.948468,0.0,0.016855424
40,42.363297,-71.09156,22.905449,4.948468,0.0,0.016855424
41,42.363438,-71.09156,22.905449,5.0859256,0.0,0.017323632
42,42.363575,-71.09156,22.905449,4.948468,0.0,0.016855424
43,42.363712,-71.09156,22.905449,4.948468,0.0,0.016855424
44,42.3608,-71.091354,23.7538,5.085982,0.32814813,0.01629852
45,42.36094,-71.091354,23.7538,4.9485235,0.31927928,0.01585802
46,42.361076,-71.091354,23.7538,4.9485235,0.31927928,0.01585802
47,42.361217,-71.091354,23.7538,5.085982,0.32814813,0.01629852
48,42.361355,-71.091354,23.7538,4.9485235,0.31927928,0.01585802
49,42.361492,-71.091354,23.7538,5.085982,0.32814813,0.01629852
50,42.361633,-71.091354,23.7538,4.9485235,0.31927928,0.01585802
51,42.36177,-71.091354,23.7538,4.9485235,0.31927928,0.01585802
52,42.361908,-71.091354,23.7538,5.085982,0.32814813,0.01629852
53,42.36205,-71.091354,23.7538,4.9485235,0.31927928,0.01585802
54,42.362186,-71.091354,23.7538,4.9485235,0.31927928,0.01585802
55,42.362328,-71.091354,23.7538,5.085982,0.32814813,0.01629852
56,42.362465,-71.091354,23.7538,4.9485235,0.31927928,0.01585802
57,42.362602,-71.091354,23.7538,5.085982,0.32814813,0.01629852
58,42.362743,-71.091354,23.7538,4.9485235,0.022805665,0.030395772
59,42.36288,-71.091354,23.7538,4.9485235,0.0,0.07563035
60,42.363018,-71.091354,23.7538,5.085982,0.0,0.07534059
61,42.36316,-71.091354,23.7538,4.9485235,0.0,0.074855044
62,42.363297,-71.091354,23.7538,4.9485235,0.0,0.074855044
63,42.363438,-71.091354,23.7538,5.085982,0.0,0.07534059
64,42.363575,-71.091354,23.7538,4.9485235,0.0,0.074855044
65,42.363712,-71.091354,23.7538,4.9485235,0.0,0.074855044
66,42.3608,-71.09115,22.905449,5.0860353,0.31643185,0.015716594
67,42.36094,-71.09115,22.905449,4.948575,0.30787966,0.015291822
68,42.361076,-71.09115,22.905449,4.948575,0.30787966,0.015291822
69,42.361217,-71.09115,22.905449,5.0860353,0.31643185,0.015716594
70,42.361355,-71.09115,22.905449,4.948575,0.30787966,0.015291822
71,42.361492,-71.09115,22.905449,5.0860353,0.31643185,0.015716594
72,42.361633,-71.09115,22.905449,4.948575,0.30787966,0.015291822
73,42.36177,-71.09115,22.905449,4.948575,0.30787966,0.015291822
74,42.361908,-71.09115,22.905449,5.0860353,0.31643185,0.015716594
75,42.36205,-71.09115,22.905449,4.948575,0.30787966,0.015291822
76,42.362186,-71.09115,22.905449,4.948575,0.30787966,0.015291822
77,42.362328,-71.09115,22.905449,5.0860353,0.31643185,0.015716594
78,42.362465,-71.09115,22.905449,4.948575,0.30787966,0.015291822
79,42.362602,-71.09115,22.905449,5.0860353,0.31643185,0.015716594
80,42.362743,-71.09115,22.905449,4.948575,0.0228059,0.018449249
81,42.36288,-71.09115,22.905449,4.948575,0.0,0.035829857
82,42.363018,-71.09115,22.905449,5.0860353,0.0,0.036028273
83,42.36316,-71.09115,22.905449,4.948575,0.0,0.035054535
84,42.363297,-71.09115,22.905449,4.948575,0.0,0.035054535
85,42.363438,-71.09115,22.905449,5.0860353,0.0,0.036028273
86,42.363575,-71.09115,22.905449,4.948575,0.0,0.035054535
87,42.363712,-71.09115,22.905449,4.948575,0.0,0.035054535
88,42.3608,-71.090935,22.905449,5.0860887,0.3164352,0.01571676
89,42.36094,-71.090935,22.905449,4.948627,0.30788288,0.015291983
90,42.361076,-71.090935,22.905449,4.948627,0.30788288,0.015291983
