id,centerlat,centerlon,width,height,population,jobs
0,42.361046,-71.10744,22.905449,4.944466,0.7929141,0.31568542
1,42.361183,-71.10744,22.905449,4.944466,1.7524806,0.54457283
2,42.361324,-71.10744,22.905449,5.0818124,1.8011606,0.5596999
3,42.36146,-71.10744,22.905449,4.944466,1.7524806,0.54457283
4,42.3616,-71.10744,22.905449,4.944466,2.1200092,0.6164205
5,42.36174,-71.10744,22.905449,5.0818124,3.218771,0.8368267
6,42.361877,-71.10744,22.905449,4.944466,2.9382267,0.71952224
7,42.362015,-71.10744,22.905449,4.944466,2.5440578,0.5458207
8,42.362152,-71.10744,22.905449,5.0818124,2.5753481,0.55328447
9,42.362293,-71.10744,22.905449,4.944466,2.9635012,0.6054138
10,42.36243,-71.10744,22.905449,4.944466,3.1103559,0.56591606
11,42.362568,-71.10744,22.905449,4.944466,2.6097124,0.44649652
12,42.36271,-71.10744,22.905449,5.0818124,2.642826,0.4512012
13,42.362846,-71.10744,22.905449,4.944466,2.6097124,0.44649652
14,42.362984,-71.10744,22.905449,4.944466,2.1371758,0.35412094
15,42.363125,-71.10744,22.905449,5.0818124,1.9855306,0.37579054
16,42.363262,-71.10744,22.905449,4.944466,2.27176,0.4558096
17,42.3634,-71.10744,22.905449,4.944466,2.27176,0.4558096
18,42.363537,-71.10744,22.905449,5.0818124,3.0595825,0.7040042
19,42.363678,-71.10744,22.905449,4.944466,4.717683,1.2507344
20,42.363815,-71.10744,22.905449,4.944466,4.717683,1.2507344
21,42.363953,-71.10744,22.905449,4.944466,4.717683,1.2507344
22,42.361046,-71.10723,23.7538,4.9445195,0.8161093,0.3259067
23,42.361183,-71.10723,23.7538,4.9445195,1.8174069,0.5647483
24,42.361324,-71.10723,23.7538,5.0818667,1.8678904,0.58043575
25,42.36146,-71.10723,23.7538,4.9445195,1.8174069,0.5647483
26,42.3616,-71.10723,23.7538,4.9445195,2.1395197,0.62771773
27,42.36174,-71.10723,23.7538,5.0818667,3.1921315,0.83931
28,42.361877,-71.10723,23.7538,4.9445195,2.8508048,0.7042296
29,42.362015,-71.10723,23.7538,4.9445195,2.4566317,0.5305262
30,42.362152,-71.10723,23.7538,5.0818667,2.5248713,0.54526305
31,42.362293,-71.10723,23.7538,4.9445195,2.8760796,0.5901199
32,42.36243,-71.10723,23.7538,4.9445195,3.0253673,0.54694307
33,42.362568,-71.10723,23.7538,4.9445195,2.5247185,0.4275222
34,42.36271,-71.10723,23.7538,5.0818667,2.5948493,0.43939778
35,42.362846,-71.10723,23.7538,4.9445195,2.5247185,0.4275222
36,42.362984,-71.10723,23.7538,4.9445195,2.0645573,0.3375659
37,42.363125,-71.10723,23.7538,5.0818667,2.030931,0.38224185
38,42.363262,-71.10723,23.7538,4.9445195,2.3559248,0.47269654
39,42.3634,-71.10723,23.7538,4.9445195,2.3559248,0.47269654
40,42.363537,-71.10723,23.7538,5.0818667,2.8130636,0.6131283
41,42.363678,-71.10723,23.7538,4.9445195,3.6898098,0.9062092
42,42.363815,-71.10723,23.7538,4.9445195,3.6898098,0.9062092
43,42.363953,-71.10723,23.7538,4.9445195,3.6898098,0.9062092
44,42.361046,-71.107025,22.905449,4.944571,0.79293096,0.31569213
45,42.361183,-71.107025,22.905449,4.944571,1.7525177,0.5445844
46,42.361324,-71.107025,22.905449,5.0819197,1.8011985,0.5597117
47,42.36146,-71.107025,22.905449,4.944571,1.7525177,0.5445844
48,42.3616,-71.107025,22.905449,4.944571,2.0746338,0.6075545
49,42.36174,-71.107025,22.905449,5.0819197,3.0781589,0.809343
50,42.361877,-71.107025,22.905449,4.944571,2.7630968,0.68528944
51,42.362015,-71.107025,22.905449,4.944571,2.3689194,0.5115842
52,42.362152,-71.107025,22.905449,5.0819197,2.4347224,0.52579474
53,42.362293,-71.107025,22.905449,4.944571,2.7883716,0.5711785
54,42.36243,-71.107025,22.905449,4.944571,2.9352293,0.5316799
55,42.362568,-71.107025,22.905449,4.944571,2.4345753,0.41225785
56,42.36271,-71.107025,22.905449,5.0819197,2.502202,0.4237094
57,42.362846,-71.107025,22.905449,4.944571,2.4345753,0.41225785
58,42.362984,-71.107025,22.905449,4.944571,2.020426,0.33129632
59,42.363125,-71.107025,22.905449,5.0819197,1.9855726,0.37579846
60,42.363262,-71.107025,22.905449,4.944571,2.2718084,0.45581925
61,42.3634,-71.107025,22.905449,4.944571,2.2718084,0.45581925
62,42.363537,-71.107025,22.905449,5.0819197,2.7266142,0.5957835
63,42.363678,-71.107025,22.905449,4.944571,3.5580683,0.8738537
64,42.363815,-71.107025,22.905449,4.944571,3.5580683,0.8738537
65,42.363953,-71.107025,22.905449,4.944571,3.5580683,0.8738537
66,42.361046,-71.10681,22.905449,4.9446244,2.8020005,1.0030059
67,42.361183,-71.10681,22.905449,4.9446244,3.7615976,1.2319007
68,42.361324,-71.10681,22.905449,5.081975,3.8102791,1.2470281
69,42.36146,-71.10681,22.905449,4.9446244,2.6454525,0.85006154
70,42.3616,-71.10681,22.905449,4.9446244,2.0746562,0.60756105
71,42.36174,-71.10681,22.905449,5.081975,3.0781922,0.8093518
72,42.361877,-71.10681,22.905449,4.9446244,2.7631264,0.68529683
73,42.362015,-71.10681,22.905449,4.9446244,2.3689451,0.5115897
74,42.362152,-71.10681,22.905449,5.081975,2.434749,0.52580047
75,42.362293,-71.10681,22.905449,4.9446244,2.7884016,0.57118464
76,42.36243,-71.10681,22.905449,4.9446244,2.9352608,0.53168565
77,42.362568,-71.10681,22.905449,4.9446244,2.4346015,0.4122623
78,42.36271,-71.10681,22.905449,5.081975,2.5022292,0.42371398
79,42.362846,-71.10681,22.905449,4.9446244,2.4346015,0.4122623
80,42.362984,-71.10681,22.905449,4.9446244,2.0204477,0.3312999
81,42.363125,-71.10681,22.905449,5.081975,1.9855943,0.37580258
82,42.363262,-71.10681,22.905449,4.9446244,2.271833,0.45582414
83,42.3634,-71.10681,22.905449,4.9446244,2.271833,0.45582414
84,42.363537,-71.10681,22.905449,5.081975,2.7266438,0.5957899
85,42.363678,-71.10681,22.905449,4.9446244,3.5581064,0.87386304
86,42.363815,-71.10681,22.905449,4.9446244,3.5581064,0.87386304
87,42.363953,-71.10681,22.905449,4.9446244,3.5581064,0.87386304
88,42.361046,-71.106606,23.7538,4.944678,3.2418504,1.2702628
89,42.361183,-71.106606,23.7538,4.944678,4.2431803,1.5091121
90,42.361324,-71.106606,23.7538,5.08203,4.3107467,1.5288659
91,42.36146,-71.106606,23.7538,4.944678,3.5207925,1.2619793
92,42.3616,-71.106606,23.7538,4.944678,3.3011246,1.1396013
93,42.36174,-71.106606,23.7538,5.08203,4.335736,1.3432529
94,42.361877,-71.106606,23.7538,4.944678,3.5561147,1.0150265
