id,centerlat,centerlon,width,height,population,jobs
0,42.360962,-71.09406,23.7538,4.9478397,0.31923518,0.01585583
1,42.361103,-71.09406,23.7538,5.0852795,0.3281028,0.01629627
2,42.36124,-71.09406,23.7538,4.9478397,0.31923518,0.017894594
3,42.361378,-71.09406,23.7538,5.0852795,0.3281028,0.055410333
4,42.36152,-71.09406,23.7538,4.9478397,0.31923518,0.053912763
5,42.361656,-71.09406,23.7538,4.9478397,0.31923518,0.06610272
6,42.361797,-71.09406,23.7538,5.0852795,0.3281028,0.13125898
7,42.361935,-71.09406,23.7538,4.9478397,0.31923518,0.1297614
8,42.362072,-71.09406,23.7538,5.0852795,0.3281028,0.13125898
9,42.362213,-71.09406,23.7538,4.9478397,0.31923518,0.1297614
10,42.36235,-71.09406,23.7538,4.9478397,0.31923518,0.1297614
11,42.36249,-71.09406,23.7538,5.0852795,0.3281028,0.13125898
12,42.36263,-71.09406,23.7538,4.9478397,0.19382134,0.12885697
13,42.362766,-71.09406,23.7538,5.0852795,0.0,0.12125067
14,42.362907,-71.09406,23.7538,4.9478397,0.0,0.11390558
15,42.363045,-71.09406,23.7538,4.9478397,1.9341853,0.02555445
16,42.363186,-71.09406,23.7538,5.0852795,3.2742093,0.013364119
17,42.363323,-71.09406,23.7538,4.9478397,3.1857169,0.0130029265
18,42.36346,-71.09406,23.7538,4.9478397,3.1857169,0.0130029265
19,42.3636,-71.09406,23.7538,5.0852795,3.2742093,0.013364119
20,42.36374,-71.09406,23.7538,4.9478397,3.1857169,0.0130029265
21,42.363876,-71.09406,23.7538,5.0852795,3.2742093,0.013364119
22,42.360962,-71.09386,22.905449,4.947891,0.30783713,0.015289709
23,42.361103,-71.09386,22.905449,5.0853324,0.3163881,0.015714422
24,42.36124,-71.09386,22.905449,4.947891,0.30783713,0.017328495
25,42.361378,-71.09386,22.905449,5.0853324,0.3163881,0.05343195
26,42.36152,-71.09386,22.905449,4.947891,0.30783713,0.051987845
27,42.361656,-71.09386,22.905449,4.947891,0.30783713,0.056798767
28,42.361797,-71.09386,22.905449,5.0853324,0.3163881,0.0830993
29,42.361935,-71.09386,22.905449,4.947891,0.30783713,0.08085337
30,42.362072,-71.09386,22.905449,5.0853324,0.3163881,0.0830993
31,42.362213,-71.09386,22.905449,4.947891,0.30783713,0.08085337
32,42.36235,-71.09386,22.905449,4.947891,0.30783713,0.08085337
33,42.36249,-71.09386,22.905449,5.0853324,0.3163881,0.0830993
34,42.36263,-71.09386,22.905449,4.947891,0.19382335,0.08003116
