id,lat,lon
1,42.362305,-71.09129
2,42.36263,-71.091446
3,42.36292,-71.08645
4,42.35969,-71.09172
5,42.36102,-71.08774
6,42.36204,-71.09172
7,42.3621,-71.08874
8,42.362144,-71.08976
9,42.364296,-71.088394
10,42.362316,-71.088234
11,42.363964,-71.0929
12,42.361774,-71.090294
13,42.36314,-71.09244
14,42.36124,-71.08654
15,42.362144,-71.08923
16,42.361732,-71.08992
17,42.359077,-71.09305
18,42.362785,-71.08841
19,42.362923,-71.086365
20,42.363846,-71.08782
21,42.3637,-71.087326
22,42.362705,-71.08784
23,42.36308,-71.091606
24,42.360577,-71.08664
25,42.3595,-71.0885
26,42.359413,-71.089066
27,42.360126,-71.08802
28,42.358986,-71.090355
29,42.36099,-71.087975
30,42.35976,-71.092064
31,42.360664,-71.09107
32,42.360847,-71.09077
33,42.3603,-71.09029
34,42.361332,-71.08974
35,42.36096,-71.089516
36,42.362316,-71.08685
37,42.36235,-71.08625
38,42.36233,-71.08604
39,42.36115,-71.08625
40,42.36105,-71.08626
41,42.361332,-71.08623
42,42.36146,-71.086205
43,42.362602,-71.086624
44,42.363033,-71.08566
45,42.361923,-71.09152
46,42.36279,-71.086586
47,42.363087,-71.09254
48,42.36108,-71.087425
49,42.361217,-71.09087
50,42.36175,-71.091385
51,42.361298,-71.08772
52,42.361336,-71.088104
53,42.361294,-71.087456
54,42.362026,-71.0862
55,42.362022,-71.08616
56,42.361973,-71.086205
57,42.361916,-71.08621
58,42.36197,-71.08617
59,42.36192,-71.08617
60,42.3633,-71.08824
61,42.359314,-71.08738
62,42.362015,-71.08611
63,42.36197,-71.08611
64,42.361923,-71.08612
65,42.36144,-71.08758
66,42.36138,-71.087585
67,42.36123,-71.08808
68,42.36141,-71.08758
69,42.361275,-71.0873
70,42.361282,-71.08739
71,42.36066,-71.09019
72,42.360638,-71.0902
73,42.360607,-71.090294
74,42.36071,-71.089424
75,42.361553,-71.08973
76,42.361607,-71.08974
77,42.361374,-71.08895
78,42.361248,-71.08965
79,42.3612,-71.08964
80,42.361336,-71.08969
81,42.361385,-71.0897
82,42.361244,-71.08684
83,42.361095,-71.08742
84,42.361153,-71.08677
85,42.362354,-71.08832
86,42.362343,-71.08722
87,42.3627,-71.08737
88,42.359066,-71.08918
89,42.35933,-71.08902
90,42.35941,-71.09262
91,42.35985,-71.09132
92,42.362617,-71.08725
93,42.362656,-71.087814
