id,lat,lon,transit
1,42.357697,-71.06332,yes
2,42.35678,-71.0592,no
3,42.35687,-71.05878,no
4,42.356983,-71.056854,no
5,42.35717,-71.05846,no
6,42.35811,-71.06221,no
7,42.35732,-71.06088,no
8,42.35732,-71.057,no
9,42.357304,-71.0568,no
10,42.3569,-71.0588,no
11,42.3572,-71.0585,no
12,42.35861,-71.05703,no
13,42.358284,-71.059845,no
14,42.35809,-71.061676,no
15,42.358395,-71.06222,no
16,42.357986,-71.059105,no
17,42.35682,-71.05886,no
18,42.356903,-71.05891,no
19,42.357735,-71.05916,no
20,42.35775,-71.059204,no
21,42.35864,-71.05753,no
22,42.358646,-71.05739,no
23,42.357452,-71.06354,no
24,42.35749,-71.06342,no
25,42.357536,-71.05842,no
26,42.357376,-71.058945,no
27,42.35716,-71.06078,no
28,42.35712,-71.060936,no
29,42.357277,-71.06102,no
30,42.358086,-71.06258,no
31,42.358482,-71.0627,no
32,42.358616,-71.06271,no
33,42.356712,-71.05656,no
34,42.35684,-71.05759,no
35,42.357063,-71.05895,no
36,42.35817,-71.058105,no
37,42.35823,-71.05772,no
