x,y
137.80945,284.53876
133.99023,272.6034
137.80945,287.08496
136.85461,284.53876
8.274902,123.17282
1.9096069,101.84833
2.86438,108.69125
8.274902,122.37714
1.2730713,101.05264
6.047058,116.329895
1.9096069,104.39453
5.092285,112.987976
6.047058,115.53418
3.8192139,109.48694
127.94318,86.571075
118.076904,54.106934
125.71527,77.97763
120.941284,63.496063
124.12396,71.134705
120.30475,60.94986
122.85089,70.33899
121.89612,66.04227
125.078735,77.97763
115.849,47.263977
118.076904,52.356415
119.03168,57.448822
125.078735,75.4314
117.12207,50.605896
121.89612,68.58847
115.849,45.51346
124.12396,72.88519
74.15613,175.37007
66.836,176.16577
57.9245,178.71198
106.93756,170.11853
85.931946,173.61957
102.163574,171.86905
82.11279,174.41525
72.24652,176.16577
77.338745,175.37007
61.107178,176.96146
98.02612,171.86905
64.92639,176.96146
74.79266,175.37007
92.93384,171.86905
67.79077,176.16577
96.116516,171.86905
59.834106,178.71198
88.79639,173.61957
78.930115,174.41525
104.70972,170.11853
88.15985,173.61957
94.843445,171.86905
56.014893,178.71198
70.018616,176.16577
81.15796,174.41525
103.11835,147.04352
105.98279,157.38748
102.163574,142.90593
104.07318,150.54456
103.11835,145.45213
105.98279,159.138
107.892334,168.52715
106.93756,161.6842
112.02985,187.30544
112.98462,195.73975
115.21246,206.08371
110.756775,185.55492
113.93945,199.24078
109.80194,176.96146
113.93945,200.83215
109.165405,171.86905
110.756775,182.05388
112.02985,188.8968
112.98462,198.28595
113.93945,203.5375
110.756775,183.8044
109.80194,175.37007
112.02985,190.64732
113.93945,205.12889
112.98462,194.14836
109.165405,173.61957
120.30475,243.64029
120.941284,253.82512
118.076904,229.15872
120.941284,255.57564
122.85089,264.1691
119.03168,236.79735
115.849,219.76958
115.849,212.92665
120.30475,245.23166
119.03168,240.13925
117.12207,222.3158
119.03168,238.54787
120.30475,247.93701
121.89612,262.41858
119.03168,241.09407
120.941284,252.0746
117.12207,226.45338
119.03168,234.25114
115.21246,211.97182
121.89612,258.91754
120.30475,246.98218
117.12207,220.56528
118.076904,233.29631
121.89612,261.46375
115.21246,207.6751
115.849,215.47285
122.85089,265.76047
120.941284,250.48322
118.076904,227.4082
115.21246,210.38043
117.12207,224.862
118.076904,231.70493
115.849,217.06424
74.15613,51.5607
70.018616,39.466217
67.79077,34.37381
74.79266,54.90262
72.88306,48.059692
69.06384,36.920013
74.79266,57.448822
69.06384,36.12433
72.24652,46.309143
74.15613,53.1521
70.97345,43.76294
72.88306,50.605896
84.97717,88.162445
79.88489,71.134705
85.931946,92.45917
82.11279,77.97763
87.20502,94.20969
84.97717,87.36676
77.338745,59.995026
81.15796,76.22711
76.065674,59.19934
88.15985,96.75592
78.930115,67.63367
84.02234,85.61624
81.15796,74.47659
77.97528,64.29175
88.15985,99.302124
77.338745,62.54123
78.930115,69.384155
83.067566,81.31952
77.97528,66.04227
87.20502,95.00537
85.931946,89.912964
97.07129,125.719025
89.75116,103.59885
94.843445,118.8761
99.299194,135.10817
91.02423,108.69125
98.02612,129.22006
96.116516,122.37714
91.02423,106.940735
88.79639,101.05264
96.116516,124.127625
99.299194,133.51678
91.979004,110.44177
92.93384,115.53418
97.07129,128.26523
89.75116,105.349365
81.15796,137.65437
59.834106,141.15541
50.60437,142.90593
84.02234,137.65437
66.836,140.35971
56.014893,141.9511
74.15613,139.40489
94.843445,136.06299
77.338745,139.40489
61.107178,141.15541
54.105286,141.9511
49.01306,142.90593
64.92639,141.15541
46.785156,142.90593
82.11279,137.65437
74.79266,139.40489
92.93384,137.65437
70.018616,140.35971
88.15985,137.65437
63.016785,141.15541
52.832275,141.9511
98.02612,136.06299
85.931946,137.65437
96.116516,136.06299
78.930115,139.40489
72.24652,140.35971
100.8905,140.35971
8.911438,284.53876
23.23346,282.94736
15.91333,284.53876
24.188232,281.99255
18.77771,282.94736
1.9096069,286.28928
7.001892,284.53876
9.866272,284.53876
16.868103,282.94736
29.917053,281.99255
13.685486,284.53876
25.779602,281.99255
2.86438,284.53876
25.779602,241.09407
29.280518,264.1691
28.007446,257.32614
30.871826,280.24203
27.052673,250.48322
29.280518,267.511
27.052673,247.93701
28.007446,258.91754
28.007446,253.02942
29.917053,270.85287
29.280518,265.76047
25.779602,239.34355
29.917053,272.6034
28.007446,255.57564
25.779602,243.64029
29.917053,274.3539
28.007446,259.87234
24.824768,238.54787
29.280518,262.41858
30.871826,276.10443
24.824768,236.79735
30.871826,277.6958
29.917053,269.2615
27.052673,246.1865
23.23346,224.862
20.687317,206.87941
20.050781,200.83215
23.23346,221.36096
24.824768,233.29631
20.050781,203.5375
20.687317,211.97182
24.188232,228.20389
20.050781,205.12889
24.188232,226.45338
24.188232,231.70493
21.960388,215.47285
20.687317,207.6751
21.960388,217.06424
20.687317,210.38043
24.188232,229.15872
