id,minlat,minlon,maxlat,maxlon,pop
250173523002001,-71.07987,42.368114,-71.07906,42.36888,71
250173523002005,-71.07941,42.367256,-71.07755,42.368114,36
250173523002000,-71.07924,42.367916,-71.077385,42.36879,0
250173521021021,-71.078064,42.365746,-71.07556,42.367256,0
250173521021001,-71.07772,42.367,-71.07326,42.36994,247
250173521021020,-71.07823,42.365147,-71.07673,42.365913,208
250173523001015,-71.08428,42.366398,-71.08165,42.367367,0
250173523002004,-71.08004,42.36747,-71.07924,42.3682,59
250173521021009,-71.08031,42.36879,-71.07891,42.369633,0
250173523002007,-71.08202,42.36612,-71.07941,42.367676,10
250173523002001,-71.07987,42.368114,-71.07906,42.36888,71
250173523002006,-71.079575,42.366566,-71.07772,42.36747,0
250173521021004,-71.08015,42.36948,-71.07876,42.370327,2
250173523002005,-71.07941,42.367256,-71.07755,42.368114,36
250173523002000,-71.07924,42.367916,-71.077385,42.36879,0
250250801002003,-71.0796,42.322887,-71.07616,42.324867,89
250250603013007,-71.03997,42.33386,-71.03736,42.33474,203
250250603013004,-71.03997,42.334625,-71.037384,42.335552,81
250250605012004,-71.03996,42.335552,-71.03743,42.336464,229
250250605012000,-71.03872,42.33644,-71.03745,42.337284,135
250250603013008,-71.037384,42.3339,-71.03535,42.33474,110
250250603013002,-71.03743,42.33474,-71.036385,42.33561,16
250250605011003,-71.03745,42.335587,-71.03542,42.33649,103
250250605011001,-71.037476,42.336464,-71.035446,42.33732,183
250250603013001,-71.036385,42.334747,-71.0354,42.33563,57
250250603013000,-71.03542,42.33476,-71.033325,42.335663,118
250250605011004,-71.035446,42.33563,-71.03335,42.33653,168
250250605011000,-71.03546,42.33649,-71.03337,42.337337,193
250250603011000,-71.03535,42.33311,-71.03328,42.333977,230
250250603013011,-71.035355,42.333935,-71.0333,42.334618,119
250250603013010,-71.0354,42.33437,-71.03331,42.3348,29
250250604003008,-71.03981,42.32971,-71.03725,42.33061,113
250250604003000,-71.03984,42.33056,-71.03727,42.331432,227
250250604002003,-71.03988,42.33139,-71.03729,42.332264,224
250250604002000,-71.039925,42.33222,-71.037315,42.33308,292
250250603012004,-71.03727,42.32951,-71.03598,42.33062,180
250250603012003,-71.03729,42.33061,-71.036026,42.33146,110
250250603012001,-71.037315,42.331432,-71.03585,42.332287,118
250250603011005,-71.03734,42.332264,-71.03529,42.33311,179
250250603012005,-71.036026,42.329502,-71.03521,42.330643,110
250250603012002,-71.03606,42.33062,-71.03525,42.331474,101
250250603012000,-71.035866,42.331463,-71.03527,42.332294,80
250250602002004,-71.03527,42.330643,-71.03321,42.331505,240
250250602002003,-71.03529,42.331474,-71.03323,42.33233,248
250250603011004,-71.03532,42.332294,-71.033264,42.333145,211
250250602002010,-71.03525,42.32952,-71.03317,42.33068,104
250250604005003,-71.04751,42.332966,-71.04665,42.334957,282
250250608001001,-71.04859,42.334957,-71.04628,42.33646,152
250250605015007,-71.04776,42.335453,-71.045074,42.33723,5
250250604005002,-71.04676,42.33344,-71.04623,42.334957,81
250250604005006,-71.04624,42.333572,-71.045586,42.334553,94
250250604005001,-71.04676,42.334522,-71.044235,42.335224,171
250250608001000,-71.04818,42.335224,-71.04569,42.33681,21
250250604005005,-71.045586,42.333534,-71.04496,42.334534,91
250250604005000,-71.04628,42.334957,-71.04425,42.33547,131
250250604005007,-71.04497,42.33294,-71.04416,42.334587,110
250250605013008,-71.04544,42.335453,-71.044266,42.336327,71
250250605015004,-71.04685,42.336166,-71.04427,42.337875,218
250250605013006,-71.04441,42.33547,-71.04155,42.336372,234
250250605013005,-71.04441,42.336327,-71.04271,42.33671,34
250250605015003,-71.04652,42.33644,-71.04395,42.338154,194
250250604001001,-71.044235,42.33377,-71.04151,42.334663,288
250250604001000,-71.044266,42.334587,-71.04153,42.335518,117
250250605013004,-71.04395,42.336372,-71.04158,42.337273,134
250250104051001,-71.09014,42.336613,-71.08468,42.341373,0
250250104043000,-71.0907,42.341404,-71.08731,42.342606,586
250250104041004,-71.08973,42.342506,-71.08696,42.34313,230
250250104041000,-71.08958,42.34287,-71.08579,42.343845,771
250250104031002,-71.089966,42.34357,-71.086945,42.34466,661
250250104031000,-71.08814,42.344276,-71.08716,42.34529,59
250250104032003,-71.08875,42.34516,-71.08767,42.345856,166
250250104033000,-71.08793,42.34332,-71.08579,42.346634,684
250250104041002,-71.08731,42.341473,-71.085045,42.34333,87
250250105001008,-71.08683,42.342827,-71.08177,42.345894,0
250250105001006,-71.08737,42.345497,-71.084206,42.34648,171
250250104053005,-71.08546,42.340664,-71.083725,42.341915,0
250250104053002,-71.08519,42.341915,-71.0841,42.3427,266
250250708002000,-71.08468,42.339928,-71.08174,42.34169,226
250250105002006,-71.08486,42.342194,-71.08371,42.343018,236
250250105001009,-71.084404,42.345497,-71.08341,42.34604,0
250250106001018,-71.085434,42.345387,-71.07981,42.34749,73
250250105003005,-71.0841,42.34169,-71.082726,42.342667,181
250250708003006,-71.08325,42.340652,-71.08116,42.34203,172
250250708003005,-71.08256,42.34112,-71.080505,42.342518,297
250250708003001,-71.08335,42.341625,-71.08052,42.343742,100
250250708001010,-71.08174,42.33929,-71.08032,42.340652,44
250250105003001,-71.08222,42.343536,-71.081276,42.34426,31
250250105003000,-71.081566,42.343742,-71.080086,42.344788,130
250250708001009,-71.08174,42.339638,-71.079895,42.34112,163
250250105002002,-71.08261,42.343742,-71.08091,42.34505,143
250250106002010,-71.08131,42.344788,-71.07959,42.346134,172
250173532001017,-71.10231,42.360844,-71.100784,42.36213,0
250173532001000,-71.10396,42.36035,-71.10123,42.36286,547
250173531011006,-71.10243,42.36213,-71.100655,42.36342,263
250173531011003,-71.10193,42.36241,-71.099594,42.364014,64
250173531011012,-71.10136,42.36101,-71.10022,42.36187,0
250173531011005,-71.10123,42.36187,-71.10022,42.362663,65
250173531011011,-71.1014,42.36025,-71.09928,42.361538,0
250173531011007,-71.100784,42.360947,-71.098526,42.36241,0
250173531011004,-71.10022,42.362064,-71.09905,42.362984,0
250173531012005,-71.09996,42.362556,-71.09674,42.36344,89
250173531012006,-71.099846,42.36334,-71.09835,42.364155,77
250173531011008,-71.09965,42.361404,-71.09769,42.36265,102
250173531011009,-71.09886,42.360275,-71.09599,42.361816,0
250173533001002,-71.10917,42.36229,-71.106705,42.36405,183
250173533001006,-71.106705,42.36222,-71.10479,42.36355,80
250173534002009,-71.11598,42.359108,-71.11278,42.362267,917
250173534001010,-71.11462,42.362007,-71.11355,42.36321,66
250173534002008,-71.11346,42.36013,-71.11204,42.36164,99
250173534002005,-71.11355,42.36139,-71.11183,42.36268,119
250173533002005,-71.11278,42.359634,-71.1112,42.360786,114
250173534002007,-71.11251,42.360786,-71.11093,42.362034,98
250173534002006,-71.11296,42.361088,-71.111404,42.36232,102
250173534002004,-71.11233,42.361736,-71.11052,42.362934,95
250173533002003,-71.11204,42.35983,-71.10982,42.361267,199
250173533002000,-71.11033,42.36124,-71.10817,42.362717,155
250173534001004,-71.10989,42.363564,-71.10884,42.364906,85
250173535001001,-71.11041,42.364906,-71.10813,42.367275,269
250173534001003,-71.10902,42.363846,-71.10721,42.36504,167
250173533001003,-71.10976,42.361767,-71.10761,42.363205,172
250173533002011,-71.108536,42.3606,-71.106544,42.36194,59
250173533001004,-71.10796,42.361084,-71.105965,42.362453,109
250173533001005,-71.10741,42.361614,-71.1053,42.363052,133
250173532001003,-71.10556,42.361095,-71.10358,42.362495,203
250173531021004,-71.10329,42.354797,-71.09314,42.360165,0
250173531011015,-71.10013,42.35856,-71.09541,42.360836,0
250173531021000,-71.109,42.353447,-71.09485,42.3605,358
250173531022012,-71.09541,42.360165,-71.09002,42.362747,0
250173531023000,-71.094925,42.35671,-71.09272,42.358223,0
250173531022011,-71.09485,42.357376,-71.087654,42.36269,416
250173531022011,-71.09485,42.357376,-71.087654,42.36269,416
250173531022011,-71.09485,42.357376,-71.087654,42.36269,416
250173531022016,-71.08886,42.35883,-71.08716,42.359966,0
250173531022010,-71.088356,42.359966,-71.08625,42.36261,0
250173531022013,-71.087654,42.35924,-71.08482,42.360744,603
250173531022011,-71.09485,42.357376,-71.087654,42.36269,416
250173531022002,-71.08716,42.358955,-71.08373,42.360332,8
250173531022008,-71.08644,42.360405,-71.08522,42.362453,0
250173524002005,-71.0882,42.3623,-71.08439,42.363953,0
250173531022007,-71.08542,42.360744,-71.08425,42.362377,0
250173531022014,-71.08542,42.360012,-71.083916,42.361095,0
250250201014002,-71.07015,42.35883,-71.06768,42.35953,224
250250202003010,-71.07015,42.359516,-71.06863,42.360336,434
250250202003008,-71.07087,42.359505,-71.06993,42.361073,301
250250203011018,-71.07087,42.361164,-71.068634,42.362514,3
250250202003009,-71.07003,42.3603,-71.06868,42.36108,292
250250202002005,-71.06868,42.35957,-71.06776,42.360348,256
250250202002002,-71.06875,42.360336,-71.067795,42.361107,194
250250203011017,-71.06873,42.361183,-71.06785,42.362164,0
250250202002007,-71.06863,42.359306,-71.06769,42.359585,95
250250203011011,-71.070694,42.36215,-71.06692,42.36436,0
250250202002003,-71.06784,42.360348,-71.06688,42.36114,275
250250203011016,-71.06789,42.36119,-71.06692,42.3622,1
250250201014001,-71.06769,42.35908,-71.06628,42.359356,157
250250202002008,-71.067726,42.35931,-71.066826,42.359615,68
250250202002004,-71.067795,42.359585,-71.06684,42.360367,317
250250202001004,-71.06684,42.359352,-71.06631,42.35962,90
250250202001003,-71.06688,42.359615,-71.06635,42.360382,163
250250202001002,-71.06692,42.360367,-71.06637,42.3612,178
250250203011015,-71.066925,42.36119,-71.06375,42.362404,115
250250203011012,-71.06697,42.362385,-71.066,42.363422,182
250250202001001,-71.06638,42.359356,-71.06593,42.3612,324
250250202001000,-71.06599,42.359364,-71.06505,42.361202,511
250250203011013,-71.06601,42.362385,-71.065094,42.363422,49
250250203021004,-71.06516,42.359367,-71.06437,42.361233,359
250250203031000,-71.06522,42.362198,-71.063515,42.364178,878
250173524002007,-71.09078,42.36269,-71.08943,42.36489,0
250173524002006,-71.09002,42.36261,-71.08733,42.36479,17
